,rent,prev_month_rent,prev_inventory,covid_%_positive,covid_%_positive_prev_mo,covid_rate_of_increase,covid_rate_of_increase_prev_mo,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,year_2018,year_2019,year_2020,bd__0.0,bd__1.0,bd__2.0,bd__3.0,sex_by_age__total_population_total,sex_by_age_total_population_total_male,sex_by_age_total_population_total_female,"sex_by_age_(white_alone,_not_hispanic_or_latino)__white_alone,_not_hispanic_or_latino_population_total",sex_by_age_(hispanic_or_latino)__hispanic_or_latino_population_total,race__total_population_total,race_total_population_total_white_alone,race_total_population_total_black_or_african_american_alone,race_total_population_total_asian_alone,sex_of_workers_by_means_of_transportation_to_work__workers_16_years_and_over_total,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_car_truck_or_van,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_public_transportation_(excluding_taxicab),sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_public_transportation_(excluding_taxicab)_subway_or_elevated,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_bicycle,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_walked,aggregate_travel_time_to_work_(in_minutes)_of_workers_by_sex__workers_16_years_and_over_who_did_not_work_at_home_aggregate_travel_time_to_work_(in_minutes),household_income_in_the_past_12_months_(in_2018_inflation-adjusted_dollars)__households_total,employment_status_for_the_population_16_years_and_over_population_16_years_and_over_total_in_labor_force_civilian_labor_force_unemployed,housing_units__housing_units_total,median_gross_rent_by_bedrooms_renter-occupied_housing_units_paying_cash_rent_median_gross_rent_total,median_year_structure_built__housing_units_median_year_structure_built,lower_contract_rent_quartile_(dollars)__renter-occupied_housing_units_paying_cash_rent_lower_contract_rent_quartile,median_contract_rent_(dollars)__renter-occupied_housing_units_paying_cash_rent_median_contract_rent,upper_contract_rent_quartile_(dollars)__renter-occupied_housing_units_paying_cash_rent_upper_contract_rent_quartile,contract_rent_renter-occupied_housing_units_total_with_cash_rent,median_gross_rent_(dollars)__renter-occupied_housing_units_paying_cash_rent_median_gross_rent,median_gross_rent_as_a_percentage_of_household_income_in_the_past_12_months_(dollars)__renter-occupied_housing_units_paying_cash_rent_median_gross_rent_as_a_percentage_of_household_income,lower_value_quartile_(dollars)__owner-occupied_housing_units_lower_value_quartile_(dollars),median_value_(dollars)__owner-occupied_housing_units_median_value_(dollars),upper_value_quartile_(dollars)__owner-occupied_housing_units_upper_value_quartile_(dollars),median_household_income_the_past_12_months_(in_2018_inflation-adjusted_dollars)_by_tenure_occupied_housing_units_median_household_income_in_the_past_12_months_(in_2018_inflation-adjusted_dollars)_total,median_household_income_the_past_12_months_(in_2018_inflation-adjusted_dollars)_by_tenure_occupied_housing_units_median_household_income_in_the_past_12_months_(in_2018_inflation-adjusted_dollars)_renter_occupied_(dollars),tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_0.50_or_less_occupants_per_room,tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_0.51_to_1.00_occupants_per_room,tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_1.01_to_1.50_occupants_per_room,tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_1.51_to_2.00_occupants_per_room,tenure_occupied_housing_units_total_renter_occupied
2162,4350.0,4625.0,506.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2163,6962.0,7682.0,292.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2164,2350.0,2398.0,432.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2165,3349.0,3203.0,936.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2166,4300.0,4350.0,526.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2167,6785.0,6962.0,327.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2168,2300.0,2350.0,500.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2169,3220.0,3349.0,979.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2170,4400.0,4300.0,554.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2171,7048.0,6785.0,355.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2172,2300.0,2300.0,504.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2173,3275.0,3220.0,1108.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2174,4095.0,4400.0,623.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2175,6850.0,7048.0,402.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2176,2300.0,2300.0,557.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2177,3200.0,3275.0,1148.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2178,4200.0,4095.0,693.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2179,6400.0,6850.0,448.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2180,2300.0,2300.0,571.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2181,3300.0,3200.0,1193.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2182,4600.0,4200.0,680.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2183,6409.0,6400.0,503.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2184,2350.0,2300.0,512.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2185,3375.0,3300.0,1095.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2186,4682.0,4600.0,684.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2187,6500.0,6409.0,466.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2188,2350.0,2350.0,390.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2189,3395.0,3375.0,912.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2190,4700.0,4682.0,596.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2191,7333.0,6500.0,424.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2192,2450.0,2350.0,357.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2193,3400.0,3395.0,871.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2194,4937.0,4700.0,568.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2195,7950.0,7333.0,365.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2196,2450.0,2450.0,317.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2197,3395.0,3400.0,805.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2198,4868.0,4937.0,518.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2199,8575.0,7950.0,318.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2200,2475.0,2450.0,324.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2201,3400.0,3395.0,793.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2202,4946.0,4868.0,430.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2203,8760.0,8575.0,261.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2204,2450.0,2475.0,351.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2205,3380.0,3400.0,831.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2206,4800.0,4946.0,504.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2207,8448.0,8760.0,294.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2208,2390.0,2450.0,369.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2209,3365.0,3380.0,767.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2210,4745.0,4800.0,429.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2211,8000.0,8448.0,264.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
2212,2294.0,2390.0,341.0,41.05,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158288,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
