,rent,prev_month_rent,prev_inventory,covid_%_positive,covid_%_positive_prev_mo,covid_rate_of_increase,covid_rate_of_increase_prev_mo,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,year_2018,year_2019,year_2020,bd__0.0,bd__1.0,bd__2.0,bd__3.0,sex_by_age__total_population_total,sex_by_age_total_population_total_male,sex_by_age_total_population_total_female,"sex_by_age_(white_alone,_not_hispanic_or_latino)__white_alone,_not_hispanic_or_latino_population_total",sex_by_age_(hispanic_or_latino)__hispanic_or_latino_population_total,race__total_population_total,race_total_population_total_white_alone,race_total_population_total_black_or_african_american_alone,race_total_population_total_asian_alone,sex_of_workers_by_means_of_transportation_to_work__workers_16_years_and_over_total,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_car_truck_or_van,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_public_transportation_(excluding_taxicab),sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_public_transportation_(excluding_taxicab)_subway_or_elevated,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_bicycle,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_walked,aggregate_travel_time_to_work_(in_minutes)_of_workers_by_sex__workers_16_years_and_over_who_did_not_work_at_home_aggregate_travel_time_to_work_(in_minutes),household_income_in_the_past_12_months_(in_2018_inflation-adjusted_dollars)__households_total,employment_status_for_the_population_16_years_and_over_population_16_years_and_over_total_in_labor_force_civilian_labor_force_unemployed,housing_units__housing_units_total,median_gross_rent_by_bedrooms_renter-occupied_housing_units_paying_cash_rent_median_gross_rent_total,median_year_structure_built__housing_units_median_year_structure_built,lower_contract_rent_quartile_(dollars)__renter-occupied_housing_units_paying_cash_rent_lower_contract_rent_quartile,median_contract_rent_(dollars)__renter-occupied_housing_units_paying_cash_rent_median_contract_rent,upper_contract_rent_quartile_(dollars)__renter-occupied_housing_units_paying_cash_rent_upper_contract_rent_quartile,contract_rent_renter-occupied_housing_units_total_with_cash_rent,median_gross_rent_(dollars)__renter-occupied_housing_units_paying_cash_rent_median_gross_rent,median_gross_rent_as_a_percentage_of_household_income_in_the_past_12_months_(dollars)__renter-occupied_housing_units_paying_cash_rent_median_gross_rent_as_a_percentage_of_household_income,lower_value_quartile_(dollars)__owner-occupied_housing_units_lower_value_quartile_(dollars),median_value_(dollars)__owner-occupied_housing_units_median_value_(dollars),upper_value_quartile_(dollars)__owner-occupied_housing_units_upper_value_quartile_(dollars),median_household_income_the_past_12_months_(in_2018_inflation-adjusted_dollars)_by_tenure_occupied_housing_units_median_household_income_in_the_past_12_months_(in_2018_inflation-adjusted_dollars)_total,median_household_income_the_past_12_months_(in_2018_inflation-adjusted_dollars)_by_tenure_occupied_housing_units_median_household_income_in_the_past_12_months_(in_2018_inflation-adjusted_dollars)_renter_occupied_(dollars),tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_0.50_or_less_occupants_per_room,tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_0.51_to_1.00_occupants_per_room,tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_1.01_to_1.50_occupants_per_room,tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_1.51_to_2.00_occupants_per_room,tenure_occupied_housing_units_total_renter_occupied
4340,2350.0,2300.0,512.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4341,3375.0,3300.0,1095.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4342,4682.0,4600.0,684.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4343,6500.0,6409.0,466.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4344,2350.0,2350.0,390.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4345,3395.0,3375.0,912.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4346,4700.0,4682.0,596.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4347,7333.0,6500.0,424.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4348,2450.0,2350.0,357.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4349,3400.0,3395.0,871.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4350,4937.0,4700.0,568.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4351,7950.0,7333.0,365.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4352,2450.0,2450.0,317.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4353,3395.0,3400.0,805.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4354,4868.0,4937.0,518.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4355,8575.0,7950.0,318.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4356,2475.0,2450.0,324.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4357,3400.0,3395.0,793.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4358,4946.0,4868.0,430.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4359,8760.0,8575.0,261.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4360,2450.0,2475.0,351.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4361,3380.0,3400.0,831.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4362,4800.0,4946.0,504.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4363,8448.0,8760.0,294.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4364,2390.0,2450.0,369.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4365,3365.0,3380.0,767.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4366,4745.0,4800.0,429.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4367,8000.0,8448.0,264.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4368,2294.0,2390.0,341.0,38.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4369,3221.0,3365.0,739.0,38.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4370,4800.0,4745.0,401.0,38.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4371,7285.0,8000.0,249.0,38.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4372,2217.0,2294.0,358.0,22.03,38.0,0.3157894736842105,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4373,3100.0,3221.0,755.0,22.03,38.0,0.3157894736842105,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4374,4500.0,4800.0,418.0,22.03,38.0,0.3157894736842105,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4375,6925.0,7285.0,257.0,22.03,38.0,0.3157894736842105,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4376,2195.0,2217.0,546.0,9.56,22.03,0.14,0.3157894736842105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4377,3000.0,3100.0,1158.0,9.56,22.03,0.14,0.3157894736842105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4378,4429.0,4500.0,657.0,9.56,22.03,0.14,0.3157894736842105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4379,6559.0,6925.0,414.0,9.56,22.03,0.14,0.3157894736842105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4380,2100.0,2195.0,755.0,6.39,9.56,0.08771929824561403,0.14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4381,2927.0,3000.0,1612.0,6.39,9.56,0.08771929824561403,0.14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4382,4300.0,4429.0,979.0,6.39,9.56,0.08771929824561403,0.14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4383,6600.0,6559.0,624.0,6.39,9.56,0.08771929824561403,0.14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4384,2026.0,2100.0,948.0,4.91,6.39,0.0967741935483871,0.08771929824561403,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4385,2800.0,2927.0,2122.0,4.91,6.39,0.0967741935483871,0.08771929824561403,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4386,4032.0,4300.0,1282.0,4.91,6.39,0.0967741935483871,0.08771929824561403,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4387,6050.0,6600.0,799.0,4.91,6.39,0.0967741935483871,0.08771929824561403,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4388,1995.0,2026.0,974.0,3.5,4.91,0.07352941176470587,0.0967741935483871,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4389,2757.0,2800.0,2274.0,3.5,4.91,0.07352941176470587,0.0967741935483871,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
4390,3999.0,4032.0,1424.0,3.5,4.91,0.07352941176470587,0.0967741935483871,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
