MODIFIED_ZCTA,zipcode,Apr-Positive,Apr-Total Tests,Apr-Percent Positive,Apr-Increase of Pos,Apr-Rate of Increase,May-Positive,May-Total Tests,May-Percent Positive,May-Increase of Pos,May-Rate of Increase,Jun-Positive,Jun-Total Tests,Jun-Percent Positive,Jun-Increase of Pos,Jun-Rate of Increase,Jul-Positive,Jul-Total Tests,Jul-Percent Positive,Jul-Increase of Pos,Jul-Rate of Increase,Aug-Positive,Aug-Total Tests,Aug-Percent Positive,Aug-Increase of Pos,Aug-Rate of Increase,Sep-Positive,Sep-Total Tests,Sep-Percent Positive,Sep-Increase of Pos,Sep-Rate of Increase,Oct-Positive,Oct-Total Tests,Oct-Percent Positive,Oct-Increase of Pos,Oct-Rate of Increase,Nov-Positive,Nov-Total Tests,Nov-Percent Positive,Nov-Increase of Pos,Nov-Rate of Increase
10474,10474,187,292,64.04,,,308,771,39.95,121,0.6470588235294118,326,1259,25.89,18,0.05844155844155844,343,1708,20.08,17,0.05214723926380368,353,2497,14.14,10,0.029154518950437316,349,2862,12.19,-4,-0.0113314447592068,353,3311,10.66,4,0.011461318051575931,377,3792,9.39,24,0.0679886685552408
10475,10475,1042,1859,56.05,,,1622,4406,36.81,580,0.5566218809980806,1727,6701,25.77,105,0.06473489519112208,1803,8539,21.11,76,0.04400694846554719,1855,11301,16.41,52,0.028840820854132,1890,13116,14.41,35,0.018867924528301886,1942,14819,13.1,52,0.027513227513227514,2005,16645,11.76,63,0.03244078269824923
11004,11004,353,558,63.26,,,540,1095,49.32,187,0.5297450424929179,603,3162,19.07,63,0.11666666666666667,613,4149,14.77,10,0.01658374792703151,633,5121,12.36,20,0.03262642740619902,644,5973,10.78,11,0.017377567140600316,666,7041,9.46,22,0.034161490683229816,717,7956,8.67,51,0.07657657657657657
11101,11101,374,735,50.88,,,584,1985,29.42,210,0.5614973262032086,642,4461,14.39,58,0.09931506849315068,682,6959,9.8,40,0.06230529595015576,725,10173,7.13,43,0.06304985337243402,761,12665,6.01,36,0.0496551724137931,817,15242,5.36,56,0.0735873850197109,922,17465,5.13,105,0.12851897184822522
11102,11102,336,596,56.38,,,568,1679,33.83,232,0.6904761904761905,631,3922,16.09,63,0.11091549295774648,666,5544,12.01,35,0.0554675118858954,712,7837,9.09,46,0.06906906906906907,737,9324,7.9,25,0.0351123595505618,821,11282,7.28,84,0.11397557666214382,920,13065,6.8,99,0.12058465286236297
11103,11103,321,577,55.63,,,515,1593,32.33,194,0.6043613707165109,588,3973,14.8,73,0.141747572815534,609,5787,10.52,21,0.03571428571428571,652,8125,8.02,43,0.07060755336617405,700,10246,6.83,48,0.0736196319018405,754,12393,6.08,54,0.07714285714285714,853,14320,5.95,99,0.1312997347480106
11104,11104,285,478,59.62,,,457,1339,34.13,172,0.6035087719298246,502,2839,17.68,45,0.09846827133479212,521,4430,11.76,19,0.037848605577689244,553,6200,8.92,32,0.061420345489443376,570,7262,7.85,17,0.03074141048824593,591,8576,6.89,21,0.03684210526315789,670,10083,6.35,79,0.13367174280879865
11105,11105,309,614,50.33,,,460,1624,28.33,151,0.4886731391585761,501,3763,13.31,41,0.0891304347826087,517,5510,9.38,16,0.031936127744510975,547,7737,7.07,30,0.058027079303675046,586,9512,6.16,39,0.0712979890310786,633,11354,5.58,47,0.08020477815699659,762,13268,5.79,129,0.2037914691943128
11106,11106,366,690,53.04,,,601,1810,33.2,235,0.6420765027322405,658,4052,16.24,57,0.09484193011647254,701,5970,11.74,43,0.06534954407294832,771,8585,8.98,70,0.09985734664764621,794,10246,7.75,23,0.029831387808041506,857,12488,6.86,63,0.07934508816120907,953,14445,6.53,96,0.11201866977829639
11109,11109,40,112,35.71,,,46,269,17.1,6,0.15,49,573,8.55,3,0.06521739130434782,58,979,5.92,9,0.1836734693877551,62,1377,4.5,4,0.06896551724137931,64,1747,3.66,2,0.03225806451612903,70,2151,3.25,6,0.09375,80,2527,3.21,10,0.14285714285714285
11201,11201,402,980,41.02,,,639,2673,23.91,237,0.5895522388059702,720,7707,9.34,81,0.1267605633802817,777,11968,6.49,57,0.07916666666666666,813,16869,4.82,36,0.04633204633204633,839,21319,3.94,26,0.03198031980319803,889,26269,3.38,50,0.05959475566150179,1005,30308,3.13,116,0.13048368953880765
11203,11203,1148,1743,65.86,,,1921,4712,40.77,773,0.6733449477351916,2116,8640,24.49,195,0.1015096304008329,2189,11152,19.63,73,0.03449905482041588,2243,14336,15.65,54,0.02466879853814527,2297,16929,13.57,54,0.024074899687917966,2376,20243,11.74,79,0.034392686112320416,2500,23332,10.53,124,0.05218855218855219
11204,11204,1185,1918,61.78,,,1880,5666,33.18,695,0.5864978902953587,2056,9620,21.37,176,0.09361702127659574,2125,12453,17.06,69,0.03356031128404669,2216,15106,14.67,91,0.042823529411764705,2335,16574,14.09,119,0.053700361010830325,2677,19884,13.46,342,0.14646680942184154,2973,24598,11.74,296,0.11057153530070975
11205,11205,423,783,54.02,,,676,2330,29.01,253,0.5981087470449172,746,4512,16.53,70,0.10355029585798817,789,7103,11.11,43,0.057640750670241284,817,9581,8.53,28,0.035487959442332066,843,11614,7.26,26,0.03182374541003672,932,14257,6.54,89,0.1055753262158956,1020,16710,5.93,88,0.0944206008583691
11206,11206,837,1438,58.21,,,1465,4395,33.33,628,0.7502986857825568,1639,8917,18.38,174,0.11877133105802047,1721,13155,13.08,82,0.050030506406345335,1804,18159,9.93,83,0.04822777454968042,1863,22262,8.37,59,0.03270509977827051,2008,27122,7.4,145,0.07783145464304884,2228,31633,7.01,220,0.10956175298804781
11207,11207,1056,1706,61.9,,,1928,5198,37.09,872,0.8257575757575758,2134,9185,23.23,206,0.10684647302904564,2265,12577,18.01,131,0.06138706654170572,2369,17064,13.88,104,0.045916114790286976,2438,20987,11.62,69,0.02912621359223301,2539,25038,10.14,101,0.041427399507793276,2733,28932,9.47,194,0.07640803465931469
11208,11208,1173,1794,65.38,,,2184,5364,40.72,1011,0.8618925831202046,2426,9536,25.44,242,0.1108058608058608,2563,13133,19.52,137,0.05647155812036274,2682,17240,15.56,119,0.046429964884900504,2780,20887,13.31,98,0.036539895600298286,2907,24541,11.85,127,0.04568345323741007,3187,28632,11.2,280,0.09631922944616443
11209,11209,667,1301,51.27,,,1069,3478,30.74,402,0.6026986506746627,1155,7527,15.34,86,0.08044901777362021,1207,10601,11.39,52,0.045021645021645025,1282,13981,9.17,75,0.06213753106876554,1335,17276,7.73,53,0.041341653666146644,1451,20949,6.93,116,0.08689138576779026,1642,24814,6.54,191,0.13163335630599587
11210,11210,1042,1638,63.61,,,1568,4015,39.05,526,0.5047984644913628,1725,7242,23.82,157,0.10012755102040816,1791,10021,17.87,66,0.03826086956521739,1848,12623,14.64,57,0.031825795644891124,1953,14746,13.24,105,0.056818181818181816,2294,17824,12.87,341,0.1746031746031746,2507,21869,11.26,213,0.0928509154315606
11211,11211,1293,2055,62.92,,,1954,6214,31.45,661,0.5112142304717711,2117,13162,16.08,163,0.0834186284544524,2236,18839,11.87,119,0.056211620217288615,2328,24959,9.33,92,0.04114490161001789,2421,30053,8.06,93,0.03994845360824742,2720,37533,7.25,299,0.1235026848409748,3100,43983,6.97,380,0.13970588235294118
11212,11212,948,1475,64.27,,,1687,4569,36.92,739,0.7795358649789029,1909,8251,23.14,222,0.13159454653230587,2028,10988,18.46,119,0.062336301728653745,2110,14507,14.54,82,0.04043392504930966,2146,17131,12.53,36,0.017061611374407582,2224,20520,10.84,78,0.036346691519105315,2382,23830,9.85,158,0.0710431654676259
11213,11213,873,1421,61.44,,,1281,3355,38.18,408,0.46735395189003437,1425,6816,20.91,144,0.11241217798594848,1497,9823,15.24,72,0.05052631578947368,1559,13161,11.85,62,0.041416165664662656,1617,15816,10.22,58,0.03720333547145606,1748,19252,9.08,131,0.08101422387136673,1928,22036,8.68,180,0.10297482837528604
11214,11214,859,1499,57.3,,,1425,3820,37.3,566,0.6589057043073341,1575,8313,18.95,150,0.10526315789473684,1651,11630,14.2,76,0.04825396825396826,1742,15103,11.53,91,0.05511811023622047,1817,18267,9.95,75,0.04305396096440873,1952,22438,8.7,135,0.07429829389102917,2222,26930,8.29,270,0.13831967213114754
11215,11215,383,880,43.52,,,583,2300,25.35,200,0.5221932114882507,635,6364,9.98,52,0.08919382504288165,657,10760,6.11,22,0.03464566929133858,694,15821,4.39,37,0.0563165905631659,721,19854,3.63,27,0.03890489913544669,772,24525,3.15,51,0.07073509015256588,882,28290,2.98,110,0.14248704663212436
11216,11216,419,778,53.86,,,678,2246,30.19,259,0.6181384248210023,750,5346,14.03,72,0.10619469026548672,810,8567,9.45,60,0.08,853,12313,6.93,43,0.05308641975308642,891,15264,5.84,38,0.044548651817116064,966,18546,5.21,75,0.08417508417508418,1064,20986,4.95,98,0.10144927536231885
11217,11217,357,662,53.93,,,551,1669,33.01,194,0.5434173669467787,630,4543,13.87,79,0.14337568058076225,659,7169,9.19,29,0.046031746031746035,694,10269,6.76,35,0.05311077389984825,709,13538,5.24,15,0.021613832853025938,738,16639,4.44,29,0.04090267983074753,798,18702,4.36,60,0.08130081300813008
11218,11218,1043,1713,60.89,,,1601,4339,36.9,558,0.5349952061361457,1771,8635,20.51,170,0.1061836352279825,1841,12211,15.08,70,0.039525691699604744,1903,15747,12.08,62,0.03367734926670288,1940,18574,10.44,37,0.019442984760903836,2149,22712,9.46,209,0.1077319587628866,2379,27518,8.37,230,0.10702652396463472
11219,11219,1833,2712,67.59,,,2795,9497,29.43,962,0.524822695035461,3100,15546,19.94,305,0.10912343470483005,3200,18918,16.92,100,0.03225806451612903,3271,21487,15.22,71,0.0221875,3371,22241,15.16,100,0.03057169061449098,3755,26195,14.33,384,0.11391278552358351,4141,32424,12.15,386,0.10279627163781624
11220,11220,870,1360,63.97,,,1417,3678,38.53,547,0.628735632183908,1591,7482,21.26,174,0.12279463655610445,1734,11404,15.21,143,0.08988057825267128,1948,16660,11.69,214,0.12341407151095732,2027,20586,9.85,79,0.04055441478439425,2132,24511,8.7,105,0.05180069067587568,2324,28452,7.8,192,0.0900562851782364
11221,11221,698,1169,59.71,,,1183,3349,35.32,485,0.6948424068767909,1335,7516,17.76,152,0.12848689771766694,1424,11483,12.4,89,0.06666666666666667,1548,16780,9.23,124,0.08707865168539326,1604,20452,7.84,56,0.03617571059431524,1678,24701,6.79,74,0.046134663341645885,1842,28256,6.35,164,0.09773539928486293
11222,11222,277,563,49.2,,,411,1509,27.24,134,0.48375451263537905,457,4488,10.18,46,0.11192214111922141,494,7046,7.01,37,0.08096280087527352,534,10255,5.21,40,0.08097165991902834,558,12370,4.51,24,0.0449438202247191,611,15245,4.01,53,0.09498207885304659,682,17346,3.86,71,0.11620294599018004
11223,11223,999,1765,56.6,,,1606,4443,36.15,607,0.6076076076076076,1736,8056,21.55,130,0.08094645080946451,1815,11124,16.32,79,0.04550691244239631,1897,14456,13.12,82,0.045179063360881545,2022,16832,12.01,125,0.06589351607801792,2725,22369,12.18,703,0.347675568743818,3018,26704,10.99,293,0.10752293577981652
11224,11224,551,923,59.7,,,1072,2850,37.61,521,0.9455535390199638,1264,5383,23.48,192,0.1791044776119403,1303,6940,18.78,39,0.030854430379746837,1336,8895,15.02,33,0.02532617037605526,1412,11564,12.21,76,0.05688622754491018,1507,13841,10.89,95,0.06728045325779036,1621,15768,10.24,114,0.0756469807564698
11225,11225,711,1124,63.26,,,1091,2916,37.41,380,0.5344585091420534,1171,5916,19.79,80,0.07332722273143905,1223,8913,13.72,52,0.0444064901793339,1269,12170,10.43,46,0.03761242845461979,1313,14868,8.83,44,0.03467297084318361,1390,18023,7.71,77,0.05864432597105865,1505,20570,7.18,115,0.08273381294964029
11226,11226,1148,1756,65.38,,,2080,5255,39.58,932,0.8118466898954704,2302,10322,22.3,222,0.10673076923076923,2472,14885,16.61,170,0.0738488271068636,2550,19836,12.86,78,0.03155339805825243,2612,23881,10.94,62,0.02431372549019608,2719,28479,9.55,107,0.04096477794793262,2894,32646,8.67,175,0.06436189775652813
11228,11228,388,683,56.81,,,605,1766,34.26,217,0.5592783505154639,687,3641,18.87,82,0.13553719008264462,716,5068,14.13,29,0.042212518195050945,764,6912,11.05,48,0.0670391061452514,793,8819,8.99,29,0.03795811518324607,857,10754,7.97,64,0.0807061790668348,953,12811,7.54,96,0.11201866977829639
11229,11229,925,1609,57.49,,,1468,4197,34.98,543,0.587027027027027,1796,12246,14.67,328,0.22343324250681199,1870,15331,12.2,74,0.04120267260579064,1950,18787,10.38,80,0.0427807486631016,2016,17426,11.57,66,0.033846153846153845,2266,22306,10.16,250,0.12400793650793651,2512,26756,9.05,246,0.10856134157105031
11230,11230,1414,2270,62.29,,,2159,5974,36.14,745,0.5268741159830269,2394,11480,20.85,235,0.10884668828161186,2488,15342,16.22,94,0.03926482873851295,2575,18964,13.58,87,0.034967845659163985,2762,23064,11.98,187,0.07262135922330097,3435,29125,11.79,673,0.2436640115858074,3888,35654,11.2,453,0.13187772925764193
11231,11231,258,533,48.41,,,391,1305,29.96,133,0.5155038759689923,426,3630,11.74,35,0.08951406649616368,446,5885,7.58,20,0.046948356807511735,468,8728,5.36,22,0.04932735426008968,491,10884,4.51,23,0.049145299145299144,514,13319,3.86,23,0.04684317718940937,561,15316,3.57,47,0.0914396887159533
11232,11232,303,440,68.86,,,482,1156,41.7,179,0.5907590759075908,554,2705,20.48,72,0.14937759336099585,590,3993,14.78,36,0.06498194945848375,635,5692,11.16,45,0.07627118644067797,650,7234,8.99,15,0.023622047244094488,683,8801,7.76,33,0.05076923076923077,741,10233,6.83,58,0.0849194729136164
11233,11233,666,1091,61.04,,,1173,3197,36.69,507,0.7612612612612613,1284,5914,21.71,111,0.09462915601023018,1364,8598,15.86,80,0.06230529595015576,1428,11940,11.96,64,0.0469208211143695,1464,14922,9.81,36,0.025210084033613446,1545,18299,8.44,81,0.055327868852459015,1656,21190,7.82,111,0.07184466019417475
11234,11234,1417,2289,61.9,,,2139,5483,39.01,722,0.5095271700776288,2264,9553,23.7,125,0.0584385226741468,2346,12852,18.25,82,0.036219081272084806,2437,16969,14.36,91,0.03878942881500426,2521,20520,12.29,84,0.0344686089454247,2727,24905,10.95,206,0.08171360571201904,2930,29352,9.86,203,0.07444077741107444
11235,11235,1056,1847,57.17,,,1916,5093,37.62,860,0.8143939393939394,2068,10061,20.55,152,0.07933194154488518,2159,13222,16.33,91,0.044003868471953575,2272,17197,13.21,113,0.0523390458545623,2363,18518,12.76,91,0.04005281690140845,2639,23000,11.47,276,0.11680067710537452,2879,27015,9.9,240,0.09094353921940129
11236,11236,1558,2345,66.44,,,2528,5974,42.32,970,0.6225930680359435,2775,10673,26.0,247,0.09770569620253164,2887,13894,20.78,112,0.04036036036036036,2980,17868,16.68,93,0.03221337028056807,3042,21591,14.09,62,0.02080536912751678,3156,25501,12.38,114,0.03747534516765286,3329,29383,11.16,173,0.05481622306717364
11237,11237,489,727,67.26,,,882,2190,40.27,393,0.803680981595092,999,5361,18.63,117,0.1326530612244898,1064,7881,13.5,65,0.06506506506506507,1117,11148,10.02,53,0.04981203007518797,1152,13137,8.77,35,0.03133393017009848,1243,15642,7.95,91,0.07899305555555555,1367,17741,7.39,124,0.0997586484312148
11238,11238,476,838,56.8,,,722,2212,32.64,246,0.5168067226890757,806,6026,13.38,84,0.11634349030470914,850,9957,8.54,44,0.05459057071960298,892,14532,6.14,42,0.04941176470588235,930,17966,5.18,38,0.042600896860986545,982,21977,4.47,52,0.05591397849462366,1081,24907,4.17,99,0.10081466395112017
11239,11239,293,470,62.34,,,476,1212,39.27,183,0.6245733788395904,522,2193,23.8,46,0.09663865546218488,551,3099,17.78,29,0.05555555555555555,571,3777,15.12,20,0.036297640653357534,581,3896,14.91,10,0.017513134851138354,599,4551,13.16,18,0.03098106712564544,647,5221,11.26,48,0.08013355592654424
11354,11354,517,843,61.33,,,1102,2771,39.77,585,1.1315280464216635,1225,6270,19.54,123,0.11161524500907441,1327,10113,13.12,102,0.08326530612244898,1397,12762,10.95,70,0.05275056518462698,1482,15057,9.84,85,0.06084466714387974,1542,17567,8.78,60,0.04048582995951417,1614,19663,8.1,72,0.04669260700389105
11355,11355,657,1035,63.48,,,1172,2853,41.08,515,0.7838660578386606,1332,5786,23.02,160,0.13651877133105803,1488,10918,13.63,156,0.11711711711711711,1557,14514,10.73,69,0.046370967741935484,1606,17095,9.39,49,0.03147077713551702,1656,20210,8.19,50,0.031133250311332503,1784,23239,7.45,128,0.07729468599033816
11356,11356,323,549,58.83,,,520,1348,38.58,197,0.6099071207430341,569,2423,23.48,49,0.09423076923076923,601,3442,17.46,32,0.056239015817223195,639,4591,13.92,38,0.0632279534109817,654,5351,12.22,15,0.023474178403755867,694,6559,10.58,40,0.06116207951070336,750,7702,9.53,56,0.08069164265129683
11357,11357,484,856,56.54,,,769,2149,35.78,285,0.5888429752066116,821,4056,20.24,52,0.06762028608582575,871,5988,14.55,50,0.06090133982947625,905,7787,11.62,34,0.03903559127439724,936,9355,10.01,31,0.03425414364640884,970,11231,8.64,34,0.03632478632478633,1069,13235,7.92,99,0.10206185567010309
11358,11358,324,615,52.68,,,526,1589,33.1,202,0.6234567901234568,581,3251,17.87,55,0.10456273764258556,617,5283,11.68,36,0.06196213425129088,633,7040,8.99,16,0.02593192868719611,648,8467,7.65,15,0.023696682464454975,688,10191,6.75,40,0.06172839506172839,750,11817,6.08,62,0.09011627906976744
11360,11360,190,395,48.1,,,298,1012,29.45,108,0.5684210526315789,321,2013,15.95,23,0.07718120805369127,331,3039,10.89,10,0.03115264797507788,340,3977,8.55,9,0.027190332326283987,355,4641,7.65,15,0.04411764705882353,373,5613,6.65,18,0.05070422535211268,405,6478,5.91,32,0.08579088471849866
11361,11361,271,507,53.45,,,424,1298,32.67,153,0.5645756457564576,457,2634,17.35,33,0.07783018867924528,478,3936,12.14,21,0.045951859956236324,492,5286,9.31,14,0.029288702928870293,511,6390,8.0,19,0.03861788617886179,537,7658,7.01,26,0.050880626223091974,595,8782,6.59,58,0.10800744878957169
11362,11362,186,380,48.95,,,294,879,33.45,108,0.5806451612903226,327,1770,18.47,33,0.11224489795918367,340,2544,13.36,13,0.039755351681957186,351,3456,10.16,11,0.03235294117647059,359,4176,8.6,8,0.022792022792022793,377,4993,7.55,18,0.05013927576601671,397,5716,6.67,20,0.05305039787798409
11363,11363,72,148,48.65,,,96,310,30.97,24,0.3333333333333333,98,594,16.5,2,0.020833333333333332,103,908,11.34,5,0.05102040816326531,108,1254,8.61,5,0.04854368932038835,111,1557,7.13,3,0.027777777777777776,116,1897,6.11,5,0.04504504504504504,122,2263,5.61,6,0.05172413793103448
11364,11364,288,541,53.23,,,445,1426,31.21,157,0.5451388888888888,468,2782,16.82,23,0.051685393258426963,482,4307,11.19,14,0.029914529914529916,508,6012,8.45,26,0.05394190871369295,519,7279,7.13,11,0.021653543307086614,566,8714,6.5,47,0.0905587668593449,619,10318,5.93,53,0.09363957597173145
11365,11365,492,887,55.47,,,784,2153,36.41,292,0.5934959349593496,847,4322,19.6,63,0.08035714285714286,890,6218,14.31,43,0.05076741440377804,940,8285,11.35,50,0.056179775280898875,977,9945,9.82,37,0.039361702127659576,1045,12011,8.7,68,0.06960081883316274,1124,13842,8.03,79,0.07559808612440191
11366,11366,266,463,57.45,,,364,938,38.81,98,0.3684210526315789,392,1550,25.29,28,0.07692307692307693,404,2103,19.21,12,0.030612244897959183,415,2749,15.1,11,0.027227722772277228,430,3190,13.48,15,0.03614457831325301,462,3838,12.04,32,0.07441860465116279,506,4510,10.47,44,0.09523809523809523
11367,11367,636,1102,57.71,,,969,2665,36.36,333,0.5235849056603774,1043,4558,22.88,74,0.07636738906088751,1099,6616,16.61,56,0.053691275167785234,1148,8545,13.43,49,0.044585987261146494,1200,10197,11.77,52,0.04529616724738676,1332,12252,10.87,132,0.11,1447,14512,9.77,115,0.08633633633633633
11368,11368,2563,3279,78.16,,,4191,8420,49.77,1628,0.6351931330472103,4643,16025,28.97,452,0.10785015509424958,4885,21554,22.66,242,0.05212147318544045,5052,27630,18.28,167,0.034186284544524055,5147,30718,16.76,95,0.01880443388756928,5256,35460,14.82,109,0.02117738488439868,5569,40962,12.94,313,0.05955098934550989
11369,11369,953,1275,74.75,,,1488,3133,47.49,535,0.5613850996852047,1631,5437,30.0,143,0.0961021505376344,1686,7044,23.94,55,0.03372164316370325,1727,9086,19.01,41,0.02431791221826809,1750,11027,15.87,23,0.013317892298784018,1802,12820,14.06,52,0.029714285714285714,1909,15058,13.0,107,0.059378468368479466
11370,11370,896,1432,62.57,,,1269,2880,44.06,373,0.41629464285714285,1350,4669,28.91,81,0.06382978723404255,1400,6133,22.83,50,0.037037037037037035,1423,7912,17.99,23,0.016428571428571428,1454,9389,15.49,31,0.02178496134926212,1498,10885,13.76,44,0.030261348005502064,1604,12432,12.91,106,0.07076101468624833
11372,11372,1545,2110,73.22,,,2358,5009,47.08,813,0.5262135922330097,2576,9764,26.38,218,0.09245122985581,2684,13461,19.94,108,0.04192546583850932,2786,17654,15.78,102,0.038002980625931444,2846,20061,14.19,60,0.021536252692031587,2936,23244,12.63,90,0.03162333099086437,3151,27142,11.08,215,0.07322888283378746
11373,11373,1978,2774,71.3,,,3043,6750,45.08,1065,0.538422649140546,3290,12913,25.48,247,0.08116989812684851,3388,17591,19.26,98,0.029787234042553193,3499,23000,15.21,111,0.03276269185360094,3546,26102,13.59,47,0.013432409259788511,3690,30603,12.06,144,0.04060913705583756,4018,35374,10.97,328,0.08888888888888889
11374,11374,727,1264,57.52,,,1012,2793,36.23,285,0.3920220082530949,1079,4893,22.05,67,0.06620553359683795,1124,6675,16.84,45,0.04170528266913809,1173,8895,13.19,49,0.04359430604982206,1234,10620,11.62,61,0.05200341005967604,1362,13157,10.35,128,0.10372771474878444,1498,15244,9.33,136,0.09985315712187959
11375,11375,1026,1894,54.17,,,1442,4063,35.49,416,0.40545808966861596,1528,7376,20.72,86,0.059639389736477116,1501,10327,14.53,-27,-0.01767015706806283,1567,13904,11.27,66,0.04397068620919387,1662,17155,9.69,95,0.06062539885130823,1799,21308,8.44,137,0.08243080625752106,1972,25191,7.69,173,0.09616453585325181
11377,11377,1253,1900,65.95,,,2056,5270,39.01,803,0.6408619313647247,2306,11112,20.75,250,0.12159533073929961,2393,15374,15.57,87,0.03772766695576756,2479,20358,12.18,86,0.03593815294609277,2533,24336,10.41,54,0.021782977006857603,2653,28371,9.35,120,0.0473746545598105,2945,33151,8.85,292,0.11006407840180928
11378,11378,426,743,57.34,,,700,1974,35.46,274,0.6431924882629108,760,3861,19.68,60,0.08571428571428572,782,5282,14.8,22,0.02894736842105263,811,7117,11.4,29,0.0370843989769821,840,8578,9.79,29,0.035758323057953144,874,10132,8.63,34,0.04047619047619048,973,11850,8.19,99,0.11327231121281464
11379,11379,476,876,54.34,,,765,2156,35.48,289,0.6071428571428571,813,3840,21.17,48,0.06274509803921569,857,5632,15.22,44,0.05412054120541206,884,7502,11.78,27,0.03150525087514586,909,9000,10.1,25,0.02828054298642534,970,10855,8.94,61,0.0671067106710671,1074,12764,8.48,104,0.10721649484536082
11385,11385,1167,1976,59.06,,,2016,5241,38.47,849,0.7275064267352185,2201,9822,22.41,185,0.09176587301587301,2303,14312,16.09,102,0.046342571558382555,2415,19592,12.33,112,0.0486322188449848,2488,23326,10.67,73,0.030227743271221533,2617,27806,9.41,129,0.05184887459807074,2943,32184,8.96,326,0.12457011845624762
11411,11411,443,660,67.12,,,647,1465,44.16,204,0.4604966139954853,691,2393,28.88,44,0.06800618238021638,713,3043,23.43,22,0.03183791606367583,727,3900,18.64,14,0.019635343618513323,733,4453,16.46,6,0.008253094910591471,762,5178,14.72,29,0.03956343792633015,793,5922,12.66,31,0.04068241469816273
11412,11412,759,1185,64.05,,,1180,2762,42.72,421,0.5546772068511199,1252,4429,28.27,72,0.061016949152542375,1293,5776,22.39,41,0.03274760383386582,1325,7469,17.74,32,0.02474864655839134,1338,8724,15.34,13,0.009811320754716982,1363,10221,13.34,25,0.01868460388639761,1447,11921,11.69,84,0.061628760088041086
11413,11413,820,1281,64.01,,,1232,2914,42.28,412,0.5024390243902439,1329,4691,28.33,97,0.07873376623376624,1372,6060,22.64,43,0.03235515425131678,1408,7856,17.92,36,0.026239067055393587,1430,9301,15.37,22,0.015625,1479,10963,13.49,49,0.03426573426573427,1528,12584,11.82,49,0.03313049357674104
11414,11414,537,878,61.16,,,775,1860,41.67,238,0.44320297951582865,806,2924,27.56,31,0.04,834,3945,21.14,28,0.034739454094292806,864,5252,16.45,30,0.03597122302158273,886,6303,14.06,22,0.02546296296296296,951,7675,12.39,65,0.07336343115124154,1003,8956,10.92,52,0.054679284963196635
11415,11415,322,559,57.6,,,502,1331,37.72,180,0.5590062111801242,538,2383,22.58,36,0.07171314741035857,554,3158,17.54,16,0.02973977695167286,564,4161,13.55,10,0.018050541516245487,596,5096,11.7,32,0.05673758865248227,661,6447,10.25,65,0.10906040268456375,704,7554,9.35,43,0.06505295007564296
11416,11416,359,552,65.04,,,659,1498,43.99,300,0.8356545961002786,721,2670,27.0,62,0.09408194233687406,749,3523,21.26,28,0.038834951456310676,777,4660,16.67,28,0.037383177570093455,804,5584,14.4,27,0.03474903474903475,872,6755,12.91,68,0.0845771144278607,966,8011,11.73,94,0.10779816513761468
11417,11417,469,767,61.15,,,833,2071,40.22,364,0.7761194029850746,898,3592,25.0,65,0.07803121248499399,921,4693,19.62,23,0.025612472160356347,949,6168,15.39,28,0.03040173724212812,959,7319,13.1,10,0.01053740779768177,1007,8706,11.57,48,0.05005213764337852,1075,10244,10.61,68,0.06752730883813307
11418,11418,578,919,62.89,,,1010,2509,40.26,432,0.7474048442906575,1118,4167,26.83,108,0.10693069306930693,1175,5708,20.59,57,0.050983899821109124,1197,7383,16.21,22,0.01872340425531915,1228,8283,14.83,31,0.025898078529657476,1281,9961,12.86,53,0.04315960912052117,1422,11934,11.23,141,0.11007025761124122
11419,11419,611,973,62.8,,,1095,2603,42.07,484,0.7921440261865794,1217,4536,26.83,122,0.11141552511415526,1264,5829,21.68,47,0.038619556285949055,1305,7516,17.36,41,0.03243670886075949,1337,8888,15.04,32,0.024521072796934867,1398,10658,13.12,61,0.0456245325355273,1508,12711,11.76,110,0.07868383404864092
11420,11420,759,1193,63.62,,,1281,3102,41.3,522,0.6877470355731226,1379,5020,27.47,98,0.07650273224043716,1428,6538,21.84,49,0.03553299492385787,1471,8332,17.65,43,0.03011204481792717,1520,9560,15.9,49,0.03331067301155676,1586,11366,13.95,66,0.04342105263157895,1700,13290,12.14,114,0.07187894073139975
11421,11421,677,1011,66.96,,,1123,2688,41.78,446,0.6587887740029542,1208,4518,26.74,85,0.07569011576135352,1248,6070,20.56,40,0.033112582781456956,1298,7927,16.37,50,0.04006410256410257,1331,9040,14.72,33,0.025423728813559324,1388,10551,13.16,57,0.04282494365138993,1511,12538,11.72,123,0.08861671469740634
11422,11422,606,1004,60.36,,,924,2221,41.6,318,0.5247524752475248,991,3650,27.15,67,0.07251082251082251,1035,4752,21.78,44,0.044399596367305755,1066,6143,17.35,31,0.02995169082125604,1089,7166,15.2,23,0.021575984990619138,1104,8485,13.01,15,0.013774104683195593,1154,9703,11.7,50,0.04528985507246377
11423,11423,556,878,63.33,,,1010,2370,42.62,454,0.8165467625899281,1090,3868,28.18,80,0.07920792079207921,1127,4961,22.72,37,0.03394495412844037,1155,6334,18.23,28,0.024844720496894408,1185,7640,15.51,30,0.025974025974025976,1242,8982,13.83,57,0.04810126582278481,1329,10399,13.05,87,0.07004830917874397
