,zipcode,bd,variable,value,timestamp,month,quarter,year,prev_timestamp,prev_month_rent,inventory,prev_inventory
1267,10016,0.0,2018-10,2450.0,2018-10-01,10,4,2018,2018-09-01,2450.0,550.0,573.0
1268,10016,1.0,2018-10,3369.0,2018-10-01,10,4,2018,2018-09-01,3395.0,819.0,768.0
1269,10016,2.0,2018-10,4200.0,2018-10-01,10,4,2018,2018-09-01,4195.0,553.0,532.0
1270,10016,3.0,2018-10,5789.0,2018-10-01,10,4,2018,2018-09-01,5925.0,242.0,232.0
1271,10017,0.0,2018-10,2450.0,2018-10-01,10,4,2018,2018-09-01,2450.0,550.0,573.0
1272,10017,1.0,2018-10,3369.0,2018-10-01,10,4,2018,2018-09-01,3395.0,819.0,768.0
1273,10017,2.0,2018-10,4200.0,2018-10-01,10,4,2018,2018-09-01,4195.0,553.0,532.0
1274,10017,3.0,2018-10,5789.0,2018-10-01,10,4,2018,2018-09-01,5925.0,242.0,232.0
1275,10018,0.0,2018-10,2695.0,2018-10-01,10,4,2018,2018-09-01,2650.0,363.0,338.0
1276,10018,1.0,2018-10,3432.0,2018-10-01,10,4,2018,2018-09-01,3495.0,608.0,548.0
1277,10018,2.0,2018-10,4800.0,2018-10-01,10,4,2018,2018-09-01,4745.0,465.0,404.0
1278,10018,3.0,2018-10,5400.0,2018-10-01,10,4,2018,2018-09-01,5497.0,161.0,146.0
1279,10019,0.0,2018-10,2200.0,2018-10-01,10,4,2018,2018-09-01,2200.0,260.5,273.5
1280,10019,1.0,2018-10,4950.0,2018-10-01,10,4,2018,2018-09-01,5025.0,548.5,553.0
1281,10019,2.0,2018-10,7362.5,2018-10-01,10,4,2018,2018-09-01,7289.5,335.5,334.0
1282,10019,3.0,2018-10,7000.0,2018-10-01,10,4,2018,2018-09-01,7000.0,210.5,216.5
1283,10021,0.0,2018-10,2130.0,2018-10-01,10,4,2018,2018-09-01,2100.0,641.0,687.0
1284,10021,1.0,2018-10,2850.0,2018-10-01,10,4,2018,2018-09-01,2795.0,1221.0,1212.0
1285,10021,2.0,2018-10,3500.0,2018-10-01,10,4,2018,2018-09-01,3600.0,792.0,734.0
1286,10021,3.0,2018-10,8000.0,2018-10-01,10,4,2018,2018-09-01,7995.0,361.0,332.0
1287,10022,0.0,2018-10,2450.0,2018-10-01,10,4,2018,2018-09-01,2450.0,550.0,573.0
1288,10022,1.0,2018-10,3369.0,2018-10-01,10,4,2018,2018-09-01,3395.0,819.0,768.0
1289,10022,2.0,2018-10,4200.0,2018-10-01,10,4,2018,2018-09-01,4195.0,553.0,532.0
1290,10022,3.0,2018-10,5789.0,2018-10-01,10,4,2018,2018-09-01,5925.0,242.0,232.0
1291,10023,0.0,2018-10,2200.0,2018-10-01,10,4,2018,2018-09-01,2200.0,513.0,538.0
1292,10023,1.0,2018-10,3150.0,2018-10-01,10,4,2018,2018-09-01,3100.0,1062.0,1079.0
1293,10023,2.0,2018-10,4750.0,2018-10-01,10,4,2018,2018-09-01,4579.0,647.0,647.0
1294,10023,3.0,2018-10,7000.0,2018-10-01,10,4,2018,2018-09-01,7000.0,417.0,426.0
1295,10024,0.0,2018-10,2200.0,2018-10-01,10,4,2018,2018-09-01,2200.0,513.0,538.0
1296,10024,1.0,2018-10,3150.0,2018-10-01,10,4,2018,2018-09-01,3100.0,1062.0,1079.0
1297,10024,2.0,2018-10,4750.0,2018-10-01,10,4,2018,2018-09-01,4579.0,647.0,647.0
1298,10024,3.0,2018-10,7000.0,2018-10-01,10,4,2018,2018-09-01,7000.0,417.0,426.0
1299,10025,0.0,2018-10,2200.0,2018-10-01,10,4,2018,2018-09-01,2200.0,513.0,538.0
1300,10025,1.0,2018-10,3150.0,2018-10-01,10,4,2018,2018-09-01,3100.0,1062.0,1079.0
1301,10025,2.0,2018-10,4750.0,2018-10-01,10,4,2018,2018-09-01,4579.0,647.0,647.0
1302,10025,3.0,2018-10,7000.0,2018-10-01,10,4,2018,2018-09-01,7000.0,417.0,426.0
1303,10026,0.0,2018-10,1699.0,2018-10-01,10,4,2018,2018-09-01,1800.0,102.0,107.0
1304,10026,1.0,2018-10,2100.0,2018-10-01,10,4,2018,2018-09-01,2100.0,308.0,285.0
1305,10026,2.0,2018-10,2600.0,2018-10-01,10,4,2018,2018-09-01,2750.0,319.0,314.0
1306,10026,3.0,2018-10,3399.0,2018-10-01,10,4,2018,2018-09-01,3750.0,214.0,199.0
1307,10027,0.0,2018-10,1699.0,2018-10-01,10,4,2018,2018-09-01,1800.0,102.0,107.0
1308,10027,1.0,2018-10,2100.0,2018-10-01,10,4,2018,2018-09-01,2100.0,308.0,285.0
1309,10027,2.0,2018-10,2600.0,2018-10-01,10,4,2018,2018-09-01,2750.0,319.0,314.0
1310,10027,3.0,2018-10,3399.0,2018-10-01,10,4,2018,2018-09-01,3750.0,214.0,199.0
1311,10028,0.0,2018-10,2130.0,2018-10-01,10,4,2018,2018-09-01,2100.0,641.0,687.0
1312,10028,1.0,2018-10,2850.0,2018-10-01,10,4,2018,2018-09-01,2795.0,1221.0,1212.0
1313,10028,2.0,2018-10,3500.0,2018-10-01,10,4,2018,2018-09-01,3600.0,792.0,734.0
1314,10028,3.0,2018-10,8000.0,2018-10-01,10,4,2018,2018-09-01,7995.0,361.0,332.0
1315,10029,0.0,2018-10,1848.0,2018-10-01,10,4,2018,2018-09-01,1795.0,52.0,51.0
1316,10029,1.0,2018-10,2025.0,2018-10-01,10,4,2018,2018-09-01,2083.0,209.0,174.0
1317,10029,2.0,2018-10,2495.0,2018-10-01,10,4,2018,2018-09-01,2500.0,185.0,171.0
1318,10029,3.0,2018-10,3095.0,2018-10-01,10,4,2018,2018-09-01,3250.0,64.0,63.0
1319,10030,0.0,2018-10,1699.0,2018-10-01,10,4,2018,2018-09-01,1800.0,102.0,107.0
1320,10030,1.0,2018-10,2100.0,2018-10-01,10,4,2018,2018-09-01,2100.0,308.0,285.0
1321,10030,2.0,2018-10,2600.0,2018-10-01,10,4,2018,2018-09-01,2750.0,319.0,314.0
1322,10030,3.0,2018-10,3399.0,2018-10-01,10,4,2018,2018-09-01,3750.0,214.0,199.0
1323,10031,0.0,2018-10,1536.0,2018-10-01,10,4,2018,2018-09-01,1773.0,21.0,22.0
1324,10031,1.0,2018-10,1900.0,2018-10-01,10,4,2018,2018-09-01,1950.0,93.0,89.0
1325,10031,2.0,2018-10,2350.0,2018-10-01,10,4,2018,2018-09-01,2400.0,106.0,86.0
1326,10031,3.0,2018-10,2997.0,2018-10-01,10,4,2018,2018-09-01,3150.0,154.0,129.0
1327,10032,0.0,2018-10,1695.0,2018-10-01,10,4,2018,2018-09-01,1650.0,67.0,49.0
1328,10032,1.0,2018-10,1835.0,2018-10-01,10,4,2018,2018-09-01,1800.0,259.0,278.0
1329,10032,2.0,2018-10,2295.0,2018-10-01,10,4,2018,2018-09-01,2300.0,304.0,292.0
1330,10032,3.0,2018-10,2933.0,2018-10-01,10,4,2018,2018-09-01,2979.0,249.0,185.0
1331,10033,0.0,2018-10,1695.0,2018-10-01,10,4,2018,2018-09-01,1650.0,67.0,49.0
1332,10033,1.0,2018-10,1835.0,2018-10-01,10,4,2018,2018-09-01,1800.0,259.0,278.0
1333,10033,2.0,2018-10,2295.0,2018-10-01,10,4,2018,2018-09-01,2300.0,304.0,292.0
1334,10033,3.0,2018-10,2933.0,2018-10-01,10,4,2018,2018-09-01,2979.0,249.0,185.0
1335,10034,1.0,2018-10,1750.0,2018-10-01,10,4,2018,2018-09-01,1750.0,104.0,103.0
1336,10034,2.0,2018-10,2225.0,2018-10-01,10,4,2018,2018-09-01,2250.0,81.0,68.0
1337,10034,3.0,2018-10,2500.0,2018-10-01,10,4,2018,2018-09-01,2595.0,27.0,25.0
1338,10035,0.0,2018-10,1848.0,2018-10-01,10,4,2018,2018-09-01,1795.0,52.0,51.0
1339,10035,1.0,2018-10,2025.0,2018-10-01,10,4,2018,2018-09-01,2083.0,209.0,174.0
1340,10035,2.0,2018-10,2495.0,2018-10-01,10,4,2018,2018-09-01,2500.0,185.0,171.0
1341,10035,3.0,2018-10,3095.0,2018-10-01,10,4,2018,2018-09-01,3250.0,64.0,63.0
1342,10036,0.0,2018-10,2695.0,2018-10-01,10,4,2018,2018-09-01,2650.0,363.0,338.0
1343,10036,1.0,2018-10,3432.0,2018-10-01,10,4,2018,2018-09-01,3495.0,608.0,548.0
1344,10036,2.0,2018-10,4800.0,2018-10-01,10,4,2018,2018-09-01,4745.0,465.0,404.0
1345,10036,3.0,2018-10,5400.0,2018-10-01,10,4,2018,2018-09-01,5497.0,161.0,146.0
1346,10037,0.0,2018-10,1699.0,2018-10-01,10,4,2018,2018-09-01,1800.0,102.0,107.0
1347,10037,1.0,2018-10,2100.0,2018-10-01,10,4,2018,2018-09-01,2100.0,308.0,285.0
1348,10037,2.0,2018-10,2600.0,2018-10-01,10,4,2018,2018-09-01,2750.0,319.0,314.0
1349,10037,3.0,2018-10,3399.0,2018-10-01,10,4,2018,2018-09-01,3750.0,214.0,199.0
1350,10038,0.0,2018-10,2975.0,2018-10-01,10,4,2018,2018-09-01,3000.0,273.0,263.0
1351,10038,1.0,2018-10,3985.0,2018-10-01,10,4,2018,2018-09-01,3995.0,213.0,227.0
1352,10038,2.0,2018-10,5348.0,2018-10-01,10,4,2018,2018-09-01,5180.0,154.0,150.0
1353,10038,3.0,2018-10,6417.0,2018-10-01,10,4,2018,2018-09-01,6450.0,52.0,56.0
1354,10039,0.0,2018-10,1699.0,2018-10-01,10,4,2018,2018-09-01,1800.0,102.0,107.0
1355,10039,1.0,2018-10,2100.0,2018-10-01,10,4,2018,2018-09-01,2100.0,308.0,285.0
1356,10039,2.0,2018-10,2600.0,2018-10-01,10,4,2018,2018-09-01,2750.0,319.0,314.0
1357,10039,3.0,2018-10,3399.0,2018-10-01,10,4,2018,2018-09-01,3750.0,214.0,199.0
1358,10040,0.0,2018-10,1695.0,2018-10-01,10,4,2018,2018-09-01,1650.0,67.0,49.0
1359,10040,1.0,2018-10,1835.0,2018-10-01,10,4,2018,2018-09-01,1800.0,259.0,278.0
1360,10040,2.0,2018-10,2295.0,2018-10-01,10,4,2018,2018-09-01,2300.0,304.0,292.0
1361,10040,3.0,2018-10,2933.0,2018-10-01,10,4,2018,2018-09-01,2979.0,249.0,185.0
1362,10044,1.0,2018-10,2624.0,2018-10-01,10,4,2018,2018-09-01,2716.0,22.0,25.0
1363,10044,2.0,2018-10,3483.0,2018-10-01,10,4,2018,2018-09-01,3600.0,18.0,19.0
1364,10065,0.0,2018-10,2130.0,2018-10-01,10,4,2018,2018-09-01,2100.0,641.0,687.0
1365,10065,1.0,2018-10,2850.0,2018-10-01,10,4,2018,2018-09-01,2795.0,1221.0,1212.0
1366,10065,2.0,2018-10,3500.0,2018-10-01,10,4,2018,2018-09-01,3600.0,792.0,734.0
1367,10065,3.0,2018-10,8000.0,2018-10-01,10,4,2018,2018-09-01,7995.0,361.0,332.0
1368,10069,0.0,2018-10,2200.0,2018-10-01,10,4,2018,2018-09-01,2200.0,513.0,538.0
1369,10069,1.0,2018-10,3150.0,2018-10-01,10,4,2018,2018-09-01,3100.0,1062.0,1079.0
1370,10069,2.0,2018-10,4750.0,2018-10-01,10,4,2018,2018-09-01,4579.0,647.0,647.0
1371,10069,3.0,2018-10,7000.0,2018-10-01,10,4,2018,2018-09-01,7000.0,417.0,426.0
1372,10075,0.0,2018-10,2130.0,2018-10-01,10,4,2018,2018-09-01,2100.0,641.0,687.0
1373,10075,1.0,2018-10,2850.0,2018-10-01,10,4,2018,2018-09-01,2795.0,1221.0,1212.0
1374,10075,2.0,2018-10,3500.0,2018-10-01,10,4,2018,2018-09-01,3600.0,792.0,734.0
1375,10075,3.0,2018-10,8000.0,2018-10-01,10,4,2018,2018-09-01,7995.0,361.0,332.0
1376,10128,0.0,2018-10,2130.0,2018-10-01,10,4,2018,2018-09-01,2100.0,641.0,687.0
1377,10128,1.0,2018-10,2850.0,2018-10-01,10,4,2018,2018-09-01,2795.0,1221.0,1212.0
1378,10128,2.0,2018-10,3500.0,2018-10-01,10,4,2018,2018-09-01,3600.0,792.0,734.0
1379,10128,3.0,2018-10,8000.0,2018-10-01,10,4,2018,2018-09-01,7995.0,361.0,332.0
1380,10280,0.0,2018-10,3200.0,2018-10-01,10,4,2018,2018-09-01,3350.0,28.0,23.0
1381,10280,1.0,2018-10,3750.0,2018-10-01,10,4,2018,2018-09-01,3805.0,79.0,83.0
1382,10280,2.0,2018-10,6450.0,2018-10-01,10,4,2018,2018-09-01,6376.0,70.0,82.0
1383,10280,3.0,2018-10,12000.0,2018-10-01,10,4,2018,2018-09-01,12000.0,29.0,29.0
1384,10282,0.0,2018-10,3200.0,2018-10-01,10,4,2018,2018-09-01,3350.0,28.0,23.0
1385,10282,1.0,2018-10,3750.0,2018-10-01,10,4,2018,2018-09-01,3805.0,79.0,83.0
1386,10282,2.0,2018-10,6450.0,2018-10-01,10,4,2018,2018-09-01,6376.0,70.0,82.0
1387,10282,3.0,2018-10,12000.0,2018-10-01,10,4,2018,2018-09-01,12000.0,29.0,29.0
1388,10451,1.0,2018-10,1573.0,2018-10-01,10,4,2018,2018-09-01,1500.0,15.5,12.5
1389,10451,2.0,2018-10,1800.0,2018-10-01,10,4,2018,2018-09-01,1950.0,16.0,9.0
1390,10452,1.0,2018-10,1573.0,2018-10-01,10,4,2018,2018-09-01,1500.0,17.0,14.0
1391,10452,2.0,2018-10,1800.0,2018-10-01,10,4,2018,2018-09-01,1950.0,21.0,10.5
1392,10454,1.0,2018-10,1980.0,2018-10-01,10,4,2018,2018-09-01,2025.0,36.0,38.0
1393,10454,2.0,2018-10,2000.0,2018-10-01,10,4,2018,2018-09-01,2225.0,46.0,39.0
1394,10455,1.0,2018-10,1980.0,2018-10-01,10,4,2018,2018-09-01,2025.0,36.0,38.0
1395,10455,2.0,2018-10,2000.0,2018-10-01,10,4,2018,2018-09-01,2225.0,25.5,23.5
1396,10456,1.0,2018-10,1573.0,2018-10-01,10,4,2018,2018-09-01,1500.0,15.5,12.5
1397,10456,2.0,2018-10,1800.0,2018-10-01,10,4,2018,2018-09-01,1950.0,16.0,9.0
1398,10458,1.0,2018-10,1558.0,2018-10-01,10,4,2018,2018-09-01,1675.0,10.0,9.5
1399,10463,0.0,2018-10,1450.0,2018-10-01,10,4,2018,2018-09-01,1498.0,23.0,16.0
1400,10463,1.0,2018-10,1800.0,2018-10-01,10,4,2018,2018-09-01,1850.0,114.0,79.0
1401,10463,2.0,2018-10,2300.0,2018-10-01,10,4,2018,2018-09-01,2400.0,89.0,65.0
1402,10463,3.0,2018-10,3000.0,2018-10-01,10,4,2018,2018-09-01,3025.0,59.0,40.0
1403,10468,1.0,2018-10,1558.0,2018-10-01,10,4,2018,2018-09-01,1675.0,11.666666666666664,8.666666666666666
1404,10471,0.0,2018-10,1450.0,2018-10-01,10,4,2018,2018-09-01,1498.0,23.0,16.0
1405,10471,1.0,2018-10,1800.0,2018-10-01,10,4,2018,2018-09-01,1850.0,114.0,79.0
1406,10471,2.0,2018-10,2300.0,2018-10-01,10,4,2018,2018-09-01,2400.0,89.0,65.0
1407,10471,3.0,2018-10,3000.0,2018-10-01,10,4,2018,2018-09-01,3025.0,59.0,40.0
1408,11101,0.0,2018-10,2470.0,2018-10-01,10,4,2018,2018-09-01,2516.0,157.0,133.0
1409,11101,1.0,2018-10,3100.0,2018-10-01,10,4,2018,2018-09-01,3193.0,302.0,296.0
1410,11101,2.0,2018-10,4101.0,2018-10-01,10,4,2018,2018-09-01,4200.0,186.0,153.0
1411,11101,3.0,2018-10,5165.0,2018-10-01,10,4,2018,2018-09-01,5138.0,40.0,50.0
1412,11102,0.0,2018-10,1750.0,2018-10-01,10,4,2018,2018-09-01,1858.0,102.0,116.0
1413,11102,1.0,2018-10,1900.0,2018-10-01,10,4,2018,2018-09-01,1950.0,790.0,605.0
1414,11102,2.0,2018-10,2300.0,2018-10-01,10,4,2018,2018-09-01,2300.0,717.0,623.0
1415,11102,3.0,2018-10,2800.0,2018-10-01,10,4,2018,2018-09-01,2900.0,274.0,297.0
1416,11103,0.0,2018-10,1750.0,2018-10-01,10,4,2018,2018-09-01,1858.0,102.0,116.0
1417,11103,1.0,2018-10,1900.0,2018-10-01,10,4,2018,2018-09-01,1950.0,790.0,605.0
1418,11103,2.0,2018-10,2300.0,2018-10-01,10,4,2018,2018-09-01,2300.0,717.0,623.0
1419,11103,3.0,2018-10,2800.0,2018-10-01,10,4,2018,2018-09-01,2900.0,274.0,297.0
1420,11104,0.0,2018-10,1652.0,2018-10-01,10,4,2018,2018-09-01,1650.0,32.0,21.0
1421,11104,1.0,2018-10,1850.0,2018-10-01,10,4,2018,2018-09-01,1850.0,167.0,123.0
1422,11104,2.0,2018-10,2319.0,2018-10-01,10,4,2018,2018-09-01,2300.0,90.0,71.0
1423,11104,3.0,2018-10,2650.0,2018-10-01,10,4,2018,2018-09-01,2725.0,14.0,22.0
1424,11105,0.0,2018-10,1750.0,2018-10-01,10,4,2018,2018-09-01,1858.0,102.0,116.0
1425,11105,1.0,2018-10,1900.0,2018-10-01,10,4,2018,2018-09-01,1950.0,790.0,605.0
1426,11105,2.0,2018-10,2300.0,2018-10-01,10,4,2018,2018-09-01,2300.0,717.0,623.0
1427,11105,3.0,2018-10,2800.0,2018-10-01,10,4,2018,2018-09-01,2900.0,274.0,297.0
1428,11106,0.0,2018-10,1750.0,2018-10-01,10,4,2018,2018-09-01,1858.0,102.0,116.0
1429,11106,1.0,2018-10,1900.0,2018-10-01,10,4,2018,2018-09-01,1950.0,790.0,605.0
1430,11106,2.0,2018-10,2300.0,2018-10-01,10,4,2018,2018-09-01,2300.0,717.0,623.0
1431,11106,3.0,2018-10,2800.0,2018-10-01,10,4,2018,2018-09-01,2900.0,274.0,297.0
1432,11109,0.0,2018-10,2470.0,2018-10-01,10,4,2018,2018-09-01,2516.0,157.0,133.0
1433,11109,1.0,2018-10,3100.0,2018-10-01,10,4,2018,2018-09-01,3193.0,302.0,296.0
1434,11109,2.0,2018-10,4101.0,2018-10-01,10,4,2018,2018-09-01,4200.0,186.0,153.0
1435,11109,3.0,2018-10,5165.0,2018-10-01,10,4,2018,2018-09-01,5138.0,40.0,50.0
1436,11201,0.0,2018-10,2475.5,2018-10-01,10,4,2018,2018-09-01,2410.0,75.0,71.5
1437,11201,1.0,2018-10,3177.5,2018-10-01,10,4,2018,2018-09-01,3075.5,130.0,115.0
1438,11201,2.0,2018-10,4397.5,2018-10-01,10,4,2018,2018-09-01,4626.0,75.5,72.5
1439,11201,3.0,2018-10,7250.0,2018-10-01,10,4,2018,2018-09-01,7300.0,22.0,24.5
1440,11203,0.0,2018-10,1575.0,2018-10-01,10,4,2018,2018-09-01,1621.0,39.0,27.5
1441,11203,1.0,2018-10,1725.0,2018-10-01,10,4,2018,2018-09-01,1762.5,125.5,70.0
1442,11203,2.0,2018-10,2125.0,2018-10-01,10,4,2018,2018-09-01,2187.5,147.0,110.5
1443,11203,3.0,2018-10,2698.5,2018-10-01,10,4,2018,2018-09-01,2675.0,128.0,118.5
1444,11204,1.0,2018-10,1525.0,2018-10-01,10,4,2018,2018-09-01,1562.5,39.5,30.0
1445,11204,2.0,2018-10,1895.0,2018-10-01,10,4,2018,2018-09-01,1874.5,32.0,31.0
1446,11206,0.0,2018-10,2262.5,2018-10-01,10,4,2018,2018-09-01,2247.0,141.0,127.5
1447,11206,1.0,2018-10,2520.5,2018-10-01,10,4,2018,2018-09-01,2474.5,656.5,570.0
1448,11206,2.0,2018-10,2700.0,2018-10-01,10,4,2018,2018-09-01,2717.5,1092.0,986.5
1449,11206,3.0,2018-10,3199.5,2018-10-01,10,4,2018,2018-09-01,3280.5,983.0,919.0
1450,11207,0.0,2018-10,2030.0,2018-10-01,10,4,2018,2018-09-01,2013.0,51.0,40.0
1451,11207,1.0,2018-10,1945.5,2018-10-01,10,4,2018,2018-09-01,1957.5,187.0,145.0
1452,11207,2.0,2018-10,2150.0,2018-10-01,10,4,2018,2018-09-01,2200.0,462.0,373.5
1453,11207,3.0,2018-10,2575.0,2018-10-01,10,4,2018,2018-09-01,2622.5,607.0,555.5
1454,11208,1.0,2018-10,1600.0,2018-10-01,10,4,2018,2018-09-01,1666.0,12.0,15.0
1455,11208,2.0,2018-10,1900.0,2018-10-01,10,4,2018,2018-09-01,1965.0,29.0,31.0
1456,11208,3.0,2018-10,2350.0,2018-10-01,10,4,2018,2018-09-01,2350.0,50.0,59.0
1457,11210,0.0,2018-10,1500.0,2018-10-01,10,4,2018,2018-09-01,1523.0,38.5,27.5
1458,11210,1.0,2018-10,1725.0,2018-10-01,10,4,2018,2018-09-01,1737.5,173.5,111.0
1459,11210,2.0,2018-10,2100.0,2018-10-01,10,4,2018,2018-09-01,2150.0,157.0,114.5
1460,11210,3.0,2018-10,2550.0,2018-10-01,10,4,2018,2018-09-01,2575.0,98.5,75.0
1461,11211,0.0,2018-10,2399.5,2018-10-01,10,4,2018,2018-09-01,2303.0,111.5,107.5
1462,11211,1.0,2018-10,2625.0,2018-10-01,10,4,2018,2018-09-01,2550.0,599.0,537.5
1463,11211,2.0,2018-10,2900.0,2018-10-01,10,4,2018,2018-09-01,2975.0,781.0,748.0
1464,11211,3.0,2018-10,3628.5,2018-10-01,10,4,2018,2018-09-01,3693.0,492.0,473.5
1465,11212,2.0,2018-10,1850.0,2018-10-01,10,4,2018,2018-09-01,1813.0,16.0,12.0
1466,11212,3.0,2018-10,2299.0,2018-10-01,10,4,2018,2018-09-01,2200.0,19.0,12.0
1467,11213,0.0,2018-10,2304.0,2018-10-01,10,4,2018,2018-09-01,2125.0,42.0,38.0
1468,11213,1.0,2018-10,2500.0,2018-10-01,10,4,2018,2018-09-01,2400.0,247.0,210.0
1469,11213,2.0,2018-10,2800.0,2018-10-01,10,4,2018,2018-09-01,2950.0,273.0,239.0
1470,11213,3.0,2018-10,3658.0,2018-10-01,10,4,2018,2018-09-01,3720.0,182.0,161.0
1471,11214,1.0,2018-10,1543.5,2018-10-01,10,4,2018,2018-09-01,1537.0,37.0,38.5
1472,11214,2.0,2018-10,1890.0,2018-10-01,10,4,2018,2018-09-01,1899.0,27.5,27.5
1473,11215,0.0,2018-10,2100.0,2018-10-01,10,4,2018,2018-09-01,2100.0,40.5,41.5
1474,11215,1.0,2018-10,2416.0,2018-10-01,10,4,2018,2018-09-01,2312.5,136.5,129.5
1475,11215,2.0,2018-10,2987.5,2018-10-01,10,4,2018,2018-09-01,3049.5,145.0,141.5
1476,11215,3.0,2018-10,4448.0,2018-10-01,10,4,2018,2018-09-01,4895.0,81.0,74.5
1477,11216,0.0,2018-10,1860.0,2018-10-01,10,4,2018,2018-09-01,1847.5,82.5,57.0
1478,11216,1.0,2018-10,2172.5,2018-10-01,10,4,2018,2018-09-01,2175.0,452.5,378.0
1479,11216,2.0,2018-10,2447.5,2018-10-01,10,4,2018,2018-09-01,2484.5,697.0,579.0
1480,11216,3.0,2018-10,2968.5,2018-10-01,10,4,2018,2018-09-01,3127.5,627.0,537.5
1481,11217,0.0,2018-10,2168.0,2018-10-01,10,4,2018,2018-09-01,2099.333333333333,41.0,41.333333333333336
1482,11217,1.0,2018-10,2579.333333333333,2018-10-01,10,4,2018,2018-09-01,2541.0,176.0,163.0
1483,11217,2.0,2018-10,3283.333333333333,2018-10-01,10,4,2018,2018-09-01,3350.0,183.66666666666663,173.66666666666663
1484,11217,3.0,2018-10,4743.666666666667,2018-10-01,10,4,2018,2018-09-01,4638.333333333333,117.33333333333331,105.66666666666669
1485,11218,1.0,2018-10,1847.0,2018-10-01,10,4,2018,2018-09-01,1825.0,32.0,25.5
1486,11218,2.0,2018-10,2337.5,2018-10-01,10,4,2018,2018-09-01,2374.5,45.5,36.0
1487,11219,0.0,2018-10,2495.0,2018-10-01,10,4,2018,2018-09-01,2481.0,95.0,91.0
1488,11219,1.0,2018-10,2125.0,2018-10-01,10,4,2018,2018-09-01,2125.0,490.0,443.0
1489,11219,2.0,2018-10,2450.0,2018-10-01,10,4,2018,2018-09-01,2425.0,661.5,641.5
1490,11219,3.0,2018-10,3599.0,2018-10-01,10,4,2018,2018-09-01,3666.0,407.5,397.0
1491,11220,1.0,2018-10,1700.0,2018-10-01,10,4,2018,2018-09-01,1719.0,60.0,45.0
1492,11220,2.0,2018-10,1997.0,2018-10-01,10,4,2018,2018-09-01,1985.0,104.0,78.0
1493,11220,3.0,2018-10,2425.0,2018-10-01,10,4,2018,2018-09-01,2499.0,51.0,47.0
1494,11221,0.0,2018-10,2000.0,2018-10-01,10,4,2018,2018-09-01,2004.0,99.5,69.5
1495,11221,1.0,2018-10,2243.0,2018-10-01,10,4,2018,2018-09-01,2224.5,452.5,370.0
1496,11221,2.0,2018-10,2450.0,2018-10-01,10,4,2018,2018-09-01,2477.5,888.0,723.5
1497,11221,3.0,2018-10,2897.5,2018-10-01,10,4,2018,2018-09-01,2946.0,990.0,841.0
1498,11222,0.0,2018-10,2304.0,2018-10-01,10,4,2018,2018-09-01,2125.0,42.0,38.0
1499,11222,1.0,2018-10,2500.0,2018-10-01,10,4,2018,2018-09-01,2400.0,247.0,210.0
1500,11222,2.0,2018-10,2800.0,2018-10-01,10,4,2018,2018-09-01,2950.0,273.0,239.0
1501,11222,3.0,2018-10,3658.0,2018-10-01,10,4,2018,2018-09-01,3720.0,182.0,161.0
1502,11223,0.0,2018-10,1425.0,2018-10-01,10,4,2018,2018-09-01,1425.0,15.0,13.0
1503,11223,1.0,2018-10,1675.0,2018-10-01,10,4,2018,2018-09-01,1675.0,95.5,80.0
1504,11223,2.0,2018-10,2000.0,2018-10-01,10,4,2018,2018-09-01,2047.5,62.5,51.5
1505,11223,3.0,2018-10,2400.0,2018-10-01,10,4,2018,2018-09-01,2412.5,36.0,25.0
1506,11224,1.0,2018-10,2088.0,2018-10-01,10,4,2018,2018-09-01,2200.0,10.0,7.0
1507,11225,0.0,2018-10,1697.5,2018-10-01,10,4,2018,2018-09-01,1672.5,58.5,41.0
1508,11225,1.0,2018-10,2050.0,2018-10-01,10,4,2018,2018-09-01,2050.0,238.0,186.5
1509,11225,2.0,2018-10,2385.0,2018-10-01,10,4,2018,2018-09-01,2450.5,337.5,264.0
1510,11225,3.0,2018-10,3120.5,2018-10-01,10,4,2018,2018-09-01,3129.0,255.0,250.5
1511,11226,0.0,2018-10,1587.5,2018-10-01,10,4,2018,2018-09-01,1585.5,44.5,32.5
1512,11226,1.0,2018-10,1750.0,2018-10-01,10,4,2018,2018-09-01,1774.0,138.5,88.0
1513,11226,2.0,2018-10,2200.0,2018-10-01,10,4,2018,2018-09-01,2250.0,158.5,112.0
1514,11226,3.0,2018-10,2631.5,2018-10-01,10,4,2018,2018-09-01,2650.0,96.0,79.0
1515,11228,3.0,2018-10,2500.0,2018-10-01,10,4,2018,2018-09-01,2500.0,24.0,21.0
1516,11229,0.0,2018-10,1450.0,2018-10-01,10,4,2018,2018-09-01,1450.0,30.0,14.0
1517,11229,1.0,2018-10,1650.0,2018-10-01,10,4,2018,2018-09-01,1650.0,82.0,59.0
1518,11229,2.0,2018-10,2000.0,2018-10-01,10,4,2018,2018-09-01,2150.0,63.0,65.0
1519,11229,3.0,2018-10,2500.0,2018-10-01,10,4,2018,2018-09-01,2575.0,24.0,26.0
1520,11230,0.0,2018-10,1476.5,2018-10-01,10,4,2018,2018-09-01,1512.0,19.0,17.5
1521,11230,1.0,2018-10,1700.0,2018-10-01,10,4,2018,2018-09-01,1700.0,125.5,93.5
1522,11230,2.0,2018-10,2125.0,2018-10-01,10,4,2018,2018-09-01,2199.5,84.5,67.0
1523,11230,3.0,2018-10,2587.5,2018-10-01,10,4,2018,2018-09-01,2612.5,40.0,31.0
