,zip_code_tabulation_area_(5-digit),sex_by_age__total_population_total,sex_by_age_total_population_total_male,sex_by_age_total_population_total_female,"sex_by_age_(white_alone,_not_hispanic_or_latino)__white_alone,_not_hispanic_or_latino_population_total",sex_by_age_(hispanic_or_latino)__hispanic_or_latino_population_total,race__total_population_total,race_total_population_total_white_alone,race_total_population_total_black_or_african_american_alone,race_total_population_total_asian_alone,sex_of_workers_by_means_of_transportation_to_work__workers_16_years_and_over_total,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_car_truck_or_van,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_public_transportation_(excluding_taxicab),sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_public_transportation_(excluding_taxicab)_subway_or_elevated,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_bicycle,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_walked,aggregate_travel_time_to_work_(in_minutes)_of_workers_by_sex__workers_16_years_and_over_who_did_not_work_at_home_aggregate_travel_time_to_work_(in_minutes),household_income_in_the_past_12_months_(in_2018_inflation-adjusted_dollars)__households_total,employment_status_for_the_population_16_years_and_over_population_16_years_and_over_total_in_labor_force_civilian_labor_force_unemployed,housing_units__housing_units_total,median_gross_rent_by_bedrooms_renter-occupied_housing_units_paying_cash_rent_median_gross_rent_total,median_year_structure_built__housing_units_median_year_structure_built,lower_contract_rent_quartile_(dollars)__renter-occupied_housing_units_paying_cash_rent_lower_contract_rent_quartile,median_contract_rent_(dollars)__renter-occupied_housing_units_paying_cash_rent_median_contract_rent,upper_contract_rent_quartile_(dollars)__renter-occupied_housing_units_paying_cash_rent_upper_contract_rent_quartile,contract_rent_renter-occupied_housing_units_total_with_cash_rent,median_gross_rent_(dollars)__renter-occupied_housing_units_paying_cash_rent_median_gross_rent,median_gross_rent_as_a_percentage_of_household_income_in_the_past_12_months_(dollars)__renter-occupied_housing_units_paying_cash_rent_median_gross_rent_as_a_percentage_of_household_income,lower_value_quartile_(dollars)__owner-occupied_housing_units_lower_value_quartile_(dollars),median_value_(dollars)__owner-occupied_housing_units_median_value_(dollars),upper_value_quartile_(dollars)__owner-occupied_housing_units_upper_value_quartile_(dollars),median_household_income_the_past_12_months_(in_2018_inflation-adjusted_dollars)_by_tenure_occupied_housing_units_median_household_income_in_the_past_12_months_(in_2018_inflation-adjusted_dollars)_total,median_household_income_the_past_12_months_(in_2018_inflation-adjusted_dollars)_by_tenure_occupied_housing_units_median_household_income_in_the_past_12_months_(in_2018_inflation-adjusted_dollars)_renter_occupied_(dollars),tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_0.50_or_less_occupants_per_room,tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_0.51_to_1.00_occupants_per_room,tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_1.01_to_1.50_occupants_per_room,tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_1.51_to_2.00_occupants_per_room,tenure_occupied_housing_units_total_renter_occupied
618,12149.0,2388,1193,1195,2262.0,8.0,2388,2268,53,52,1018.0,945.0,13.0,0.0,5.0,21.0,30.621840242669364,981.0,0.09415867480383609,1363,767.0,1976.0,509.0,612.0,688.0,284,767.0,34.7,92600.0,152600.0,196400.0,56169.0,17426.0,181,106,0,9,0.30173292558613657
619,12150.0,895,500,395,880.0,15.0,895,880,0,0,553.0,519.0,9.0,0.0,0.0,0.0,26.515151515151516,299.0,0.0,374,0.0,1954.0,0.0,0.0,0.0,27,0.0,0.0,131100.0,145900.0,189700.0,69432.0,0.0,4,23,0,0,0.0903010033444816
620,12151.0,792,376,416,753.0,13.0,792,766,5,5,451.0,410.0,0.0,0.0,0.0,16.0,24.870892018779344,355.0,0.043121149897330596,378,1199.0,0.0,922.0,1177.0,1415.0,59,1199.0,21.0,171800.0,213900.0,263900.0,93295.0,78194.0,52,7,0,0,0.16619718309859155
621,12153.0,1027,603,424,934.0,0.0,1027,934,0,44,525.0,460.0,0.0,0.0,0.0,0.0,27.444444444444443,305.0,0.0,522,0.0,1980.0,0.0,0.0,0.0,5,0.0,0.0,221200.0,300000.0,365200.0,98750.0,0.0,5,0,0,0,0.01639344262295082
622,12154.0,2807,1514,1293,2698.0,28.0,2807,2698,0,5,1463.0,1349.0,11.0,0.0,0.0,10.0,32.015195369030394,1082.0,0.019359145527369826,1243,823.0,1964.0,521.0,594.0,799.0,137,823.0,31.7,157600.0,190300.0,249400.0,71875.0,42941.0,123,28,9,0,0.1478743068391867
623,12155.0,1809,878,931,1743.0,10.0,1809,1747,3,4,908.0,823.0,0.0,0.0,0.0,3.0,30.238379022646008,733.0,0.0410958904109589,1123,681.0,1970.0,370.0,451.0,546.0,157,681.0,41.8,79900.0,117700.0,173500.0,50288.0,21800.0,88,65,0,25,0.24283765347885403
624,12156.0,1151,692,459,1142.0,0.0,1151,1142,0,0,506.0,468.0,0.0,0.0,0.0,0.0,27.905263157894737,392.0,0.0931899641577061,429,724.0,1972.0,657.0,674.0,692.0,52,724.0,51.0,211200.0,303600.0,354200.0,89833.0,0.0,52,0,0,0,0.1326530612244898
625,12157.0,4228,1969,2259,4018.0,101.0,4228,4053,83,8,1881.0,1764.0,26.0,0.0,0.0,19.0,30.543598233995585,1680.0,0.016483516483516484,1925,782.0,1975.0,526.0,649.0,761.0,265,782.0,24.2,90300.0,160700.0,229900.0,60317.0,33516.0,206,101,0,0,0.18273809523809523
626,12158.0,6852,3272,3580,6153.0,121.0,6852,6235,164,312,3898.0,3582.0,39.0,0.0,0.0,158.0,20.68093385214008,2580.0,0.030451866404715127,2754,1132.0,1982.0,558.0,881.0,1368.0,467,1132.0,22.1,168400.0,218800.0,305500.0,84180.0,53897.0,385,110,0,0,0.19186046511627908
627,12159.0,7845,3766,4079,6837.0,207.0,7845,7044,37,611,3782.0,3489.0,61.0,0.0,0.0,40.0,20.50557103064067,3340.0,0.023453093812375248,3547,1089.0,1987.0,810.0,1000.0,1219.0,887,1089.0,29.9,233400.0,340400.0,439100.0,91193.0,47435.0,699,199,0,0,0.2688622754491018
628,12160.0,872,430,442,821.0,34.0,872,843,14,0,363.0,346.0,0.0,0.0,0.0,0.0,34.022346368715084,320.0,0.0925,363,1028.0,1976.0,544.0,706.0,736.0,44,1028.0,19.8,70000.0,150500.0,185600.0,70278.0,70278.0,9,14,18,0,0.1375
629,12161.0,199,157,42,199.0,0.0,199,199,0,0,155.0,155.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,88,0.0,1983.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,78730.0,0.0,14,0,0,0,0.1590909090909091
630,12164.0,347,131,216,335.0,0.0,347,335,12,0,135.0,123.0,0.0,0.0,0.0,11.0,11.67910447761194,77.0,0.035211267605633804,562,775.0,1964.0,550.0,600.0,675.0,4,775.0,35.0,87500.0,152300.0,225000.0,66458.0,65250.0,5,6,0,0,0.14285714285714285
631,12165.0,191,92,99,191.0,0.0,191,191,0,0,94.0,66.0,17.0,4.0,0.0,8.0,34.72527472527472,77.0,0.0,121,1563.0,1976.0,906.0,950.0,994.0,14,1563.0,20.0,253100.0,356300.0,770800.0,108250.0,78750.0,6,8,0,0,0.18181818181818182
632,12166.0,1193,596,597,1131.0,13.0,1193,1141,14,8,510.0,483.0,6.0,0.0,0.0,0.0,35.040650406504064,524.0,0.08290155440414508,629,675.0,1972.0,325.0,530.0,794.0,30,675.0,30.6,61800.0,117200.0,192100.0,40089.0,0.0,39,10,0,0,0.09351145038167939
633,12167.0,2737,1327,1410,2568.0,70.0,2737,2607,32,44,1140.0,1027.0,9.0,4.0,0.0,38.0,24.86611265004617,1124.0,0.06787687450670876,1597,622.0,1971.0,365.0,504.0,613.0,296,622.0,29.1,88300.0,142200.0,222700.0,44839.0,22143.0,222,119,3,6,0.3185053380782918
634,12168.0,2053,1079,974,2053.0,0.0,2053,2053,0,0,1038.0,936.0,0.0,0.0,0.0,38.0,34.02464065708419,921.0,0.13559322033898305,1105,713.0,1982.0,458.0,533.0,740.0,149,713.0,30.8,97800.0,144300.0,257600.0,68510.0,41944.0,63,106,15,0,0.1997828447339848
635,12169.0,222,92,130,205.0,0.0,222,205,0,13,121.0,121.0,0.0,0.0,0.0,0.0,30.90909090909091,83.0,0.12949640287769784,105,0.0,1955.0,0.0,0.0,0.0,0,0.0,0.0,113800.0,168100.0,239100.0,99896.0,0.0,0,0,0,0,0.0
636,12170.0,5061,2579,2482,4792.0,136.0,5061,4926,40,14,2606.0,2359.0,78.0,0.0,0.0,5.0,30.30093533956893,1954.0,0.07307824887969666,2104,1290.0,1977.0,720.0,1038.0,1238.0,332,1290.0,24.3,157700.0,222100.0,284300.0,71591.0,53155.0,179,163,0,4,0.18065506653019447
637,12172.0,271,130,141,271.0,0.0,271,271,0,0,163.0,158.0,0.0,0.0,0.0,0.0,23.829113924050635,113.0,0.15566037735849056,156,1067.0,1972.0,639.0,927.0,963.0,63,1067.0,28.4,116400.0,159400.0,212500.0,44313.0,44438.0,43,20,0,0,0.5575221238938053
638,12173.0,2100,1138,962,1863.0,112.0,2100,1960,40,0,1034.0,940.0,0.0,0.0,0.0,30.0,32.40963855421687,791.0,0.03716814159292035,839,1070.0,1972.0,664.0,821.0,1231.0,175,1070.0,19.4,130500.0,163900.0,276500.0,73958.0,64286.0,81,104,13,0,0.2503160556257901
639,12174.0,316,139,177,276.0,14.0,316,290,0,0,163.0,163.0,0.0,0.0,0.0,0.0,27.822085889570552,108.0,0.0273224043715847,139,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,125000.0,171900.0,250000.0,86000.0,0.0,5,15,0,0,0.18518518518518517
640,12175.0,570,319,251,500.0,6.0,570,505,2,18,283.0,261.0,0.0,0.0,0.0,0.0,37.35632183908046,222.0,0.12,443,944.0,1978.0,0.0,744.0,931.0,23,944.0,9.0,92500.0,142700.0,264900.0,57188.0,94063.0,23,4,0,0,0.12162162162162163
641,12176.0,517,249,268,470.0,0.0,517,470,0,0,321.0,297.0,0.0,0.0,0.0,15.0,35.68910256410256,144.0,0.0,216,0.0,1978.0,0.0,0.0,0.0,7,0.0,0.0,125600.0,188300.0,231900.0,75288.0,0.0,7,0,0,0,0.04861111111111111
642,12177.0,305,153,152,277.0,0.0,305,277,0,28,174.0,174.0,0.0,0.0,0.0,0.0,24.971264367816094,166.0,0.06451612903225806,280,672.0,0.0,473.0,497.0,656.0,67,672.0,21.7,83900.0,115600.0,160100.0,58250.0,0.0,48,19,0,0,0.4036144578313253
643,12180.0,53437,25843,27594,38495.0,4221.0,53437,40554,6879,2269,25347.0,20539.0,1502.0,34.0,78.0,2001.0,22.19023368516161,21551.0,0.06390774867981464,24637,962.0,1946.0,654.0,810.0,1013.0,11260,962.0,30.4,129800.0,172500.0,240100.0,53007.0,32321.0,8135,3171,234,49,0.538165282353487
644,12182.0,14928,6995,7933,11016.0,1157.0,14928,11888,1955,96,6798.0,6033.0,322.0,20.0,16.0,179.0,25.0903342366757,6110.0,0.07702435813034891,7048,827.0,1945.0,533.0,669.0,813.0,2769,827.0,28.5,98200.0,145500.0,194700.0,47021.0,31800.0,1735,950,8,112,0.4590834697217676
645,12183.0,2591,1314,1277,2122.0,208.0,2591,2330,116,36,1384.0,1267.0,22.0,0.0,0.0,32.0,17.093111279333836,1247.0,0.0792722547108512,1355,818.0,0.0,541.0,667.0,796.0,736,818.0,23.9,99700.0,130100.0,161500.0,53454.0,40968.0,635,121,6,0,0.6110665597433841
646,12184.0,6871,3361,3510,6114.0,390.0,6871,6213,138,30,3121.0,2796.0,38.0,23.0,47.0,50.0,23.945681511470987,2551.0,0.034669882423876995,3153,866.0,1977.0,563.0,703.0,867.0,512,866.0,31.9,172300.0,229800.0,310100.0,74132.0,37500.0,373,166,15,0,0.22187377499019992
647,12185.0,2262,1117,1145,2224.0,25.0,2262,2246,0,8,1114.0,1040.0,0.0,0.0,0.0,30.0,37.60311640696609,826.0,0.019281332164767746,933,833.0,1961.0,0.0,763.0,863.0,89,833.0,22.0,155500.0,210100.0,281300.0,67917.0,47935.0,69,39,0,0,0.13075060532687652
648,12186.0,6047,3056,2991,5737.0,99.0,6047,5827,27,111,3206.0,3028.0,10.0,0.0,5.0,17.0,24.30251551780464,2425.0,0.033999403519236505,2754,1007.0,1968.0,761.0,828.0,943.0,227,1007.0,20.7,208700.0,253800.0,337600.0,102052.0,56719.0,217,38,0,0,0.10515463917525773
649,12187.0,598,333,265,592.0,6.0,598,598,0,0,310.0,263.0,0.0,0.0,0.0,29.0,21.471571906354516,261.0,0.037037037037037035,395,685.0,1977.0,559.0,585.0,0.0,81,685.0,18.6,115300.0,176000.0,227000.0,51050.0,50688.0,64,10,0,7,0.3103448275862069
650,12188.0,10952,5326,5626,10016.0,402.0,10952,10290,52,245,6272.0,5769.0,67.0,0.0,12.0,159.0,23.27191235059761,4616.0,0.047858197932053176,5072,958.0,1966.0,668.0,818.0,966.0,1508,958.0,21.6,167100.0,215100.0,285000.0,67405.0,50625.0,1145,429,0,26,0.3466204506065858
651,12189.0,17563,8441,9122,12565.0,1323.0,17563,13364,1438,1505,9178.0,8295.0,354.0,0.0,0.0,262.0,19.047275552102985,8212.0,0.044613821138211385,9059,869.0,1959.0,585.0,736.0,895.0,4871,869.0,27.6,124300.0,170500.0,236400.0,51748.0,35490.0,4054,957,0,0,0.6102045786653677
652,12190.0,851,469,382,847.0,2.0,851,849,2,0,360.0,332.0,1.0,0.0,0.0,4.0,27.774480712166174,168.0,0.18791946308724833,754,865.0,1965.0,627.0,654.0,677.0,13,865.0,16.3,111500.0,161700.0,207500.0,57778.0,69167.0,11,7,0,0,0.10714285714285714
653,12192.0,1954,963,991,1709.0,223.0,1954,1904,4,0,880.0,815.0,7.0,0.0,0.0,0.0,22.61229314420804,705.0,0.04883227176220807,824,1093.0,1969.0,445.0,625.0,917.0,58,1093.0,20.9,85900.0,160000.0,258000.0,85212.0,0.0,51,7,0,0,0.08226950354609928
654,12193.0,1828,903,925,1819.0,0.0,1828,1819,0,9,788.0,718.0,11.0,0.0,0.0,9.0,30.468540829986612,723.0,0.01818181818181818,1018,945.0,1975.0,338.0,519.0,830.0,89,945.0,42.0,110700.0,179400.0,254700.0,78295.0,20859.0,50,39,0,0,0.12309820193637622
655,12194.0,121,55,66,116.0,0.0,121,116,0,0,22.0,18.0,0.0,0.0,0.0,0.0,47.77777777777778,50.0,0.18518518518518517,119,0.0,1968.0,0.0,0.0,0.0,0,0.0,0.0,65800.0,86000.0,193800.0,41667.0,0.0,0,0,0,0,0.0
656,12195.0,121,31,90,121.0,0.0,121,121,0,0,65.0,48.0,0.0,0.0,0.0,17.0,0.0,71.0,0.0,71,0.0,1968.0,0.0,0.0,0.0,20,0.0,0.0,208500.0,227200.0,246000.0,35625.0,0.0,20,0,0,0,0.28169014084507044
657,12196.0,3371,1700,1671,3275.0,42.0,3371,3313,50,0,1753.0,1660.0,15.0,0.0,2.0,13.0,24.44770857814336,1257.0,0.025405405405405406,1340,868.0,1968.0,660.0,705.0,728.0,154,868.0,34.9,173200.0,222600.0,293100.0,91890.0,30119.0,142,16,0,0,0.12569610182975338
658,12197.0,2023,961,1062,1800.0,122.0,2023,1891,34,0,844.0,773.0,4.0,0.0,0.0,30.0,34.2998760842627,817.0,0.05434782608695652,1283,980.0,1957.0,618.0,656.0,850.0,116,980.0,28.3,83900.0,127800.0,199300.0,46964.0,38125.0,52,71,0,11,0.16401468788249693
659,12198.0,7772,3993,3779,7298.0,191.0,7772,7452,18,84,4250.0,3906.0,20.0,0.0,0.0,65.0,23.460285642696068,2984.0,0.06404470234257469,3151,863.0,1958.0,638.0,827.0,903.0,568,863.0,24.6,161300.0,198400.0,284200.0,76962.0,46731.0,340,208,0,0,0.19638069705093833
660,12202.0,9624,4570,5054,2116.0,1139.0,9624,2332,6082,178,4513.0,2438.0,1462.0,0.0,11.0,474.0,25.29221503457506,4349.0,0.08753738783649052,5606,824.0,0.0,527.0,681.0,842.0,3319,824.0,34.4,72200.0,98900.0,150300.0,29229.0,23611.0,2525,742,54,49,0.7748907794895378
661,12203.0,31251,14845,16406,23209.0,1918.0,31251,24237,3053,2258,16421.0,13440.0,1074.0,1.0,220.0,1043.0,18.542461981350524,13454.0,0.04543905486765875,14511,1081.0,1957.0,769.0,973.0,1170.0,6701,1081.0,31.9,162800.0,207900.0,255400.0,59394.0,39650.0,5330,1393,11,8,0.5034190575293593
662,12204.0,7628,3913,3715,3182.0,890.0,7628,3389,2369,957,4088.0,3382.0,456.0,0.0,0.0,157.0,19.896120150187734,3656.0,0.07109217313298946,3910,1038.0,1969.0,724.0,904.0,1116.0,2702,1038.0,25.8,139400.0,180200.0,353400.0,51923.0,45496.0,1882,818,37,0,0.7486323851203501
663,12205.0,27212,13342,13870,22191.0,749.0,27212,22663,1370,2196,14188.0,13109.0,472.0,0.0,5.0,165.0,20.48738947673576,11149.0,0.03426167100781406,11895,1124.0,1963.0,813.0,1019.0,1219.0,3398,1124.0,28.2,163100.0,206900.0,250000.0,69411.0,45781.0,2401,1085,47,0,0.3168894071217149
664,12206.0,15944,7256,8688,3946.0,2388.0,15944,5404,7768,954,6300.0,4151.0,1660.0,37.0,72.0,213.0,19.063661334625948,6226.0,0.14500941619585686,7943,940.0,0.0,624.0,787.0,943.0,4583,940.0,41.7,70900.0,103900.0,159400.0,30870.0,24333.0,3032,1461,155,0,0.7465467394796017
665,12207.0,1688,936,752,521.0,111.0,1688,571,937,32,650.0,382.0,182.0,0.0,0.0,85.0,18.55161787365177,934.0,0.08062234794908062,1068,540.0,1970.0,252.0,367.0,747.0,854,540.0,29.7,0.0,156600.0,200000.0,15815.0,15253.0,598,231,0,25,0.9143468950749465
666,12208.0,21896,10537,11359,14627.0,1694.0,21896,15187,2330,2518,12081.0,9236.0,829.0,14.0,261.0,1327.0,17.955669224211423,9905.0,0.04263293511360974,10918,988.0,1944.0,690.0,876.0,1053.0,4968,988.0,30.7,157000.0,196600.0,244700.0,62758.0,35672.0,3733,1121,128,40,0.5070166582534074
667,12209.0,9383,4416,4967,4768.0,822.0,9383,4920,2698,883,4775.0,3791.0,487.0,0.0,0.0,136.0,19.06790799561884,3974.0,0.025806451612903226,4684,1059.0,0.0,738.0,932.0,1078.0,1569,1059.0,43.7,115900.0,157900.0,187900.0,52636.0,31106.0,1126,457,48,0,0.41041771514846503
668,12210.0,9706,4622,5084,3747.0,819.0,9706,4198,4418,343,6064.0,3122.0,1031.0,0.0,23.0,1797.0,17.9083499667332,5355.0,0.053343701399688956,6722,940.0,0.0,694.0,826.0,1043.0,4401,940.0,26.9,106300.0,156100.0,284700.0,45922.0,41443.0,3365,993,14,50,0.8257703081232493
669,12211.0,10752,5212,5540,9152.0,217.0,10752,9279,300,739,5289.0,4670.0,72.0,0.0,0.0,10.0,17.697013687266693,4082.0,0.012794735880095047,4321,1204.0,1964.0,770.0,1129.0,1721.0,302,1204.0,29.0,220900.0,290600.0,389700.0,100353.0,61094.0,245,94,0,0,0.08304752572268496
670,12222.0,6153,3002,3151,3593.0,1074.0,6153,4026,1128,435,1588.0,559.0,256.0,0.0,0.0,621.0,12.962837837837839,0.0,0.15738963531669867,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
671,12302.0,27407,12687,14720,25198.0,1170.0,27407,26233,327,258,13208.0,12472.0,263.0,0.0,0.0,164.0,23.908922076917126,9783.0,0.039127923765521225,12047,1045.0,1958.0,673.0,890.0,1150.0,2370,1045.0,31.1,139900.0,181500.0,237600.0,73940.0,34093.0,2070,405,58,4,0.2593274046815905
672,12303.0,28233,13596,14637,20235.0,2041.0,28233,21227,2680,1839,13593.0,12289.0,254.0,0.0,29.0,128.0,22.134024577572966,10283.0,0.05390486574894371,12988,915.0,1955.0,576.0,732.0,950.0,2385,915.0,29.2,123100.0,177400.0,259600.0,66436.0,31820.0,1866,630,44,0,0.247009627540601
673,12304.0,22833,11560,11273,12829.0,2521.0,22833,13853,4278,1214,10472.0,8813.0,789.0,0.0,21.0,228.0,21.368436636399526,8164.0,0.07391826923076923,10102,920.0,1951.0,636.0,767.0,944.0,3110,920.0,33.5,88500.0,122200.0,173100.0,49464.0,31235.0,2435,736,17,0,0.39049485546300833
674,12305.0,5059,2782,2277,3032.0,484.0,5059,3213,1160,192,2079.0,1367.0,127.0,0.0,20.0,446.0,20.37468982630273,2196.0,0.08218029350104822,3303,759.0,0.0,467.0,667.0,811.0,1760,759.0,28.3,62300.0,130800.0,173300.0,31982.0,22940.0,1349,407,0,23,0.8101092896174863
675,12306.0,26599,12931,13668,22771.0,1237.0,26599,23740,1222,636,13154.0,12119.0,287.0,0.0,25.0,182.0,23.061874078099528,9058.0,0.058707865168539326,11448,948.0,1954.0,622.0,773.0,984.0,2183,948.0,27.7,113200.0,162900.0,224900.0,66687.0,40289.0,1758,567,46,0,0.2631927577831751
676,12307.0,6115,2698,3417,1471.0,677.0,6115,1562,3140,139,2321.0,1815.0,390.0,0.0,0.0,84.0,20.78707718993929,1908.0,0.14909478168264112,3577,745.0,0.0,332.0,610.0,771.0,1406,745.0,32.8,63600.0,81100.0,104600.0,21719.0,17192.0,1189,252,0,0,0.7625786163522013
677,12308.0,15422,7570,7852,8954.0,1655.0,15422,9893,2488,1202,7037.0,5543.0,599.0,0.0,0.0,591.0,21.619054631129437,4977.0,0.09876231371558475,7300,907.0,0.0,577.0,755.0,876.0,2473,907.0,29.8,94100.0,126000.0,155200.0,50162.0,29531.0,2017,461,34,33,0.5113522202129797
678,12309.0,30397,14976,15421,24893.0,794.0,30397,25450,1508,2377,14346.0,13118.0,233.0,0.0,7.0,170.0,21.61879704743112,10456.0,0.047232762004448516,11804,1099.0,1963.0,794.0,959.0,1185.0,1781,1099.0,27.0,171000.0,245800.0,322000.0,107823.0,50500.0,1386,443,33,0,0.178079571537873
679,12401.0,35339,16877,18462,24560.0,4494.0,35339,26949,4444,825,17121.0,14384.0,584.0,85.0,106.0,837.0,23.46662546353523,14531.0,0.08134671685487244,16376,1057.0,1952.0,721.0,904.0,1113.0,6301,1057.0,34.2,142000.0,184300.0,253000.0,52784.0,30970.0,3859,2289,207,112,0.44566788245819283
680,12404.0,3306,1618,1688,2864.0,207.0,3306,2926,60,41,1766.0,1410.0,134.0,80.0,0.0,86.0,34.55069823922283,1348.0,0.04907651715039578,2183,1103.0,1978.0,663.0,782.0,1369.0,245,1103.0,46.6,164500.0,255900.0,369100.0,62422.0,34167.0,97,227,0,0,0.2403560830860534
681,12405.0,652,312,340,608.0,22.0,652,608,0,22,365.0,361.0,0.0,0.0,0.0,4.0,25.986301369863014,193.0,0.0,338,682.0,1955.0,559.0,582.0,658.0,40,682.0,19.5,154200.0,222000.0,329500.0,54750.0,0.0,63,0,0,0,0.32642487046632124
682,12406.0,922,493,429,738.0,166.0,922,904,0,4,464.0,353.0,0.0,0.0,0.0,65.0,20.967365967365968,419.0,0.05961538461538462,677,815.0,1971.0,510.0,707.0,792.0,182,815.0,36.5,119400.0,187500.0,228100.0,40880.0,15521.0,164,46,0,0,0.5011933174224343
683,12407.0,137,65,72,115.0,11.0,137,126,0,11,51.0,51.0,0.0,0.0,0.0,0.0,22.745098039215687,69.0,0.1206896551724138,158,0.0,1981.0,0.0,0.0,0.0,0,0.0,0.0,204300.0,237500.0,285800.0,37404.0,0.0,0,0,0,0,0.0
684,12409.0,771,401,370,755.0,6.0,771,761,3,0,402.0,264.0,17.0,17.0,9.0,15.0,25.668789808917197,362.0,0.012285012285012284,534,1250.0,1970.0,950.0,1055.0,1211.0,80,1250.0,18.0,282600.0,364100.0,592600.0,90643.0,86250.0,15,65,0,0,0.22099447513812154
685,12410.0,471,250,221,445.0,19.0,471,464,0,0,184.0,167.0,0.0,0.0,0.0,17.0,29.402173913043477,213.0,0.16363636363636364,498,0.0,1954.0,0.0,0.0,0.0,8,0.0,0.0,93100.0,184400.0,277500.0,0.0,0.0,8,10,0,0,0.08450704225352113
686,12411.0,389,180,209,295.0,0.0,389,295,0,0,235.0,195.0,0.0,0.0,0.0,10.0,26.146341463414632,141.0,0.12962962962962962,203,0.0,1957.0,0.0,0.0,0.0,0,0.0,0.0,188800.0,244500.0,288700.0,72125.0,0.0,0,0,0,0,0.0
687,12412.0,562,234,328,441.0,84.0,562,441,0,20,123.0,103.0,0.0,0.0,0.0,0.0,0.0,266.0,0.15753424657534246,471,1188.0,1968.0,827.0,884.0,1104.0,98,1188.0,37.3,177300.0,224400.0,277100.0,68470.0,0.0,76,22,0,0,0.3684210526315789
688,12413.0,2815,1251,1564,2490.0,194.0,2815,2591,15,20,1283.0,1266.0,5.0,0.0,0.0,0.0,24.984326018808776,997.0,0.05941302791696493,1531,890.0,1973.0,503.0,714.0,855.0,390,890.0,39.8,108700.0,149800.0,198800.0,45159.0,26182.0,232,170,0,0,0.40320962888665995
689,12414.0,10203,5300,4903,8282.0,461.0,10203,8705,1000,142,3784.0,3218.0,99.0,80.0,0.0,220.0,27.78661546900713,4096.0,0.07141145458902469,5474,919.0,1952.0,593.0,721.0,869.0,1541,919.0,44.7,125300.0,166400.0,237100.0,39625.0,20556.0,1061,440,18,42,0.3974609375
690,12416.0,281,134,147,110.0,156.0,281,110,0,0,79.0,66.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,224,0.0,1978.0,0.0,0.0,0.0,39,0.0,0.0,175700.0,286500.0,344700.0,25800.0,0.0,0,39,0,0,0.3482142857142857
691,12417.0,429,222,207,257.0,42.0,429,257,20,0,271.0,260.0,0.0,0.0,0.0,0.0,23.384615384615383,141.0,0.0,179,1309.0,1972.0,872.0,957.0,1088.0,52,1309.0,51.0,28200.0,0.0,152800.0,82031.0,0.0,18,34,0,0,0.36879432624113473
692,12418.0,573,284,289,542.0,0.0,573,542,24,0,276.0,264.0,0.0,0.0,0.0,0.0,40.265151515151516,152.0,0.014285714285714285,414,0.0,1976.0,0.0,0.0,0.0,9,0.0,0.0,0.0,178000.0,212500.0,67500.0,39412.0,26,0,0,0,0.17105263157894737
693,12419.0,540,226,314,506.0,0.0,540,506,7,0,270.0,255.0,0.0,0.0,0.0,0.0,26.302681992337163,246.0,0.0,305,1064.0,1954.0,708.0,786.0,1179.0,124,1064.0,46.8,173400.0,250000.0,306300.0,59231.0,23375.0,64,41,0,19,0.5040650406504065
694,12420.0,318,210,108,293.0,25.0,318,293,0,0,217.0,143.0,17.0,17.0,0.0,0.0,30.3125,126.0,0.07755102040816327,244,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,68900.0,0.0,0.0,110583.0,0.0,19,0,0,0,0.15079365079365079
695,12421.0,274,147,127,266.0,8.0,274,274,0,0,141.0,115.0,6.0,6.0,0.0,0.0,42.231404958677686,151.0,0.15568862275449102,745,0.0,1980.0,0.0,0.0,0.0,0,0.0,0.0,81100.0,0.0,294800.0,60375.0,0.0,0,0,0,0,0.0
696,12422.0,307,183,124,307.0,0.0,307,307,0,0,159.0,117.0,14.0,0.0,0.0,9.0,29.0,103.0,0.0,251,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,135400.0,180100.0,0.0,130313.0,0.0,2,0,0,0,0.019417475728155338
697,12423.0,1089,564,525,975.0,31.0,1089,998,49,24,477.0,398.0,6.0,0.0,0.0,8.0,31.161971830985916,425.0,0.06963249516441006,677,906.0,1966.0,703.0,743.0,892.0,112,906.0,45.0,110200.0,200500.0,275800.0,44241.0,0.0,55,52,5,0,0.2823529411764706
