,zip_code_tabulation_area_(5-digit),sex_by_age__total_population_total,sex_by_age_total_population_total_male,sex_by_age_total_population_total_female,"sex_by_age_(white_alone,_not_hispanic_or_latino)__white_alone,_not_hispanic_or_latino_population_total",sex_by_age_(hispanic_or_latino)__hispanic_or_latino_population_total,race__total_population_total,race_total_population_total_white_alone,race_total_population_total_black_or_african_american_alone,race_total_population_total_asian_alone,sex_of_workers_by_means_of_transportation_to_work__workers_16_years_and_over_total,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_car_truck_or_van,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_public_transportation_(excluding_taxicab),sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_public_transportation_(excluding_taxicab)_subway_or_elevated,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_bicycle,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_walked,aggregate_travel_time_to_work_(in_minutes)_of_workers_by_sex__workers_16_years_and_over_who_did_not_work_at_home_aggregate_travel_time_to_work_(in_minutes),household_income_in_the_past_12_months_(in_2018_inflation-adjusted_dollars)__households_total,employment_status_for_the_population_16_years_and_over_population_16_years_and_over_total_in_labor_force_civilian_labor_force_unemployed,housing_units__housing_units_total,median_gross_rent_by_bedrooms_renter-occupied_housing_units_paying_cash_rent_median_gross_rent_total,median_year_structure_built__housing_units_median_year_structure_built,lower_contract_rent_quartile_(dollars)__renter-occupied_housing_units_paying_cash_rent_lower_contract_rent_quartile,median_contract_rent_(dollars)__renter-occupied_housing_units_paying_cash_rent_median_contract_rent,upper_contract_rent_quartile_(dollars)__renter-occupied_housing_units_paying_cash_rent_upper_contract_rent_quartile,contract_rent_renter-occupied_housing_units_total_with_cash_rent,median_gross_rent_(dollars)__renter-occupied_housing_units_paying_cash_rent_median_gross_rent,median_gross_rent_as_a_percentage_of_household_income_in_the_past_12_months_(dollars)__renter-occupied_housing_units_paying_cash_rent_median_gross_rent_as_a_percentage_of_household_income,lower_value_quartile_(dollars)__owner-occupied_housing_units_lower_value_quartile_(dollars),median_value_(dollars)__owner-occupied_housing_units_median_value_(dollars),upper_value_quartile_(dollars)__owner-occupied_housing_units_upper_value_quartile_(dollars),median_household_income_the_past_12_months_(in_2018_inflation-adjusted_dollars)_by_tenure_occupied_housing_units_median_household_income_in_the_past_12_months_(in_2018_inflation-adjusted_dollars)_total,median_household_income_the_past_12_months_(in_2018_inflation-adjusted_dollars)_by_tenure_occupied_housing_units_median_household_income_in_the_past_12_months_(in_2018_inflation-adjusted_dollars)_renter_occupied_(dollars),tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_0.50_or_less_occupants_per_room,tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_0.51_to_1.00_occupants_per_room,tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_1.01_to_1.50_occupants_per_room,tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_1.51_to_2.00_occupants_per_room,tenure_occupied_housing_units_total_renter_occupied
203,10926.0,3467,1788,1679,1626.0,828.0,3467,1937,711,257,1860.0,1504.0,247.0,6.0,0.0,82.0,40.41870581837956,1306.0,0.03648175912043978,1461,1546.0,1980.0,1066.0,1371.0,1656.0,576,1546.0,26.4,143300.0,229300.0,346900.0,80625.0,65391.0,249,348,16,0,0.46937212863705974
204,10927.0,12081,6034,6047,2565.0,8193.0,12081,4954,1154,259,5618.0,4536.0,609.0,52.0,0.0,270.0,27.8917638483965,3641.0,0.07472804666561564,3816,1389.0,1957.0,924.0,1212.0,1473.0,2105,1389.0,42.3,190200.0,248200.0,347000.0,61336.0,37420.0,676,1189,239,30,0.5861027190332326
205,10928.0,4057,2029,2028,2424.0,514.0,4057,2710,652,257,2227.0,1992.0,35.0,0.0,0.0,170.0,20.382339553937186,1760.0,0.02979991485738612,2005,1300.0,1943.0,887.0,1178.0,1457.0,814,1300.0,26.8,156300.0,217800.0,276700.0,82500.0,68250.0,601,191,32,0,0.4681818181818182
206,10930.0,8990,4724,4266,6201.0,1581.0,8990,7333,657,440,4335.0,3653.0,366.0,0.0,19.0,41.0,38.71741778319123,2796.0,0.05390608549168246,3131,1330.0,1981.0,862.0,979.0,1731.0,174,1330.0,17.2,245600.0,312400.0,420700.0,131111.0,108571.0,175,30,25,0,0.08226037195994278
207,10931.0,1017,477,540,345.0,279.0,1017,409,182,63,496.0,423.0,40.0,10.0,0.0,13.0,31.092436974789916,312.0,0.04364326375711575,375,1694.0,0.0,967.0,1382.0,1750.0,96,1694.0,51.0,245700.0,318200.0,376700.0,70833.0,38125.0,42,52,9,3,0.33974358974358976
208,10932.0,104,31,73,85.0,19.0,104,85,0,0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,49,0.0,1972.0,0.0,0.0,0.0,0,0.0,0.0,114600.0,154600.0,170700.0,0.0,0.0,0,0,0,0,0.0
209,10933.0,422,192,230,395.0,14.0,422,395,0,27,285.0,272.0,0.0,0.0,0.0,0.0,20.66176470588235,142.0,0.0,178,0.0,1984.0,0.0,0.0,0.0,13,0.0,0.0,160000.0,251100.0,323200.0,94808.0,0.0,0,13,0,0,0.09154929577464789
210,10940.0,49068,23492,25576,21773.0,16088.0,49068,28321,8980,1569,22415.0,19659.0,822.0,44.0,0.0,472.0,32.738183331791696,18287.0,0.040073544774560196,20361,1211.0,1971.0,829.0,1020.0,1326.0,7073,1211.0,38.1,157800.0,209800.0,287800.0,61367.0,36593.0,4220,2662,291,43,0.39738612128834694
211,10941.0,13176,6782,6394,6291.0,2953.0,13176,7443,2940,653,6479.0,5905.0,180.0,41.0,11.0,25.0,33.09417753738467,4790.0,0.05594505651738446,5204,1271.0,1977.0,1032.0,1191.0,1385.0,1559,1271.0,30.0,200500.0,255700.0,344100.0,73056.0,50726.0,1068,517,17,0,0.33444676409185803
212,10950.0,50895,26190,24705,41276.0,6260.0,50895,44255,1466,1338,17808.0,12923.0,2191.0,29.0,52.0,1359.0,35.55035611277886,12596.0,0.04152176204025714,13848,1300.0,1979.0,759.0,1104.0,1376.0,4392,1300.0,41.6,238800.0,322200.0,407800.0,76637.0,32954.0,1378,1979,888,227,0.35733566211495715
213,10952.0,41834,20369,21465,37913.0,1441.0,41834,38413,1660,686,12166.0,8506.0,1142.0,0.0,9.0,1151.0,27.592542798243255,9031.0,0.056830109461688406,9644,1440.0,1974.0,702.0,1342.0,1767.0,4634,1440.0,47.6,444500.0,603000.0,751000.0,56594.0,30117.0,1241,2193,1168,263,0.5427970324438047
214,10953.0,96,22,74,96.0,0.0,96,96,0,0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,76,0.0,1965.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
215,10954.0,23354,11323,12031,13287.0,3268.0,23354,15045,3379,3029,11550.0,9678.0,1001.0,12.0,0.0,60.0,35.56218996876722,8319.0,0.04378382744971322,8803,2069.0,1975.0,1314.0,1884.0,2408.0,2013,2069.0,31.4,284900.0,387500.0,481700.0,105698.0,60880.0,1293,669,86,19,0.24846736386584925
216,10956.0,31619,15221,16398,21297.0,3186.0,31619,23103,3005,3539,15573.0,13254.0,1382.0,62.0,0.0,84.0,36.169311457773,10330.0,0.05487441971193906,10720,1407.0,1969.0,879.0,1320.0,1868.0,1020,1407.0,28.1,412400.0,495500.0,654800.0,133297.0,53239.0,589,415,65,0,0.10464666021297192
217,10958.0,3365,1885,1480,2495.0,448.0,3365,2821,396,15,1509.0,1385.0,49.0,0.0,0.0,14.0,29.853542234332426,998.0,0.0419047619047619,1177,1234.0,1967.0,713.0,828.0,1218.0,127,1234.0,25.8,239200.0,290700.0,371300.0,100714.0,58125.0,79,48,0,0,0.12725450901803606
218,10960.0,15684,7504,8180,8598.0,2938.0,15684,10938,3134,489,8590.0,6465.0,977.0,18.0,1.0,586.0,29.624227441285537,6161.0,0.018855218855218854,6901,1679.0,1954.0,1157.0,1513.0,2009.0,3207,1679.0,30.2,388200.0,497300.0,721700.0,84983.0,66667.0,1778,1350,160,18,0.5366012011037169
219,10962.0,5314,2789,2525,3911.0,455.0,5314,4225,242,688,2597.0,2288.0,110.0,10.0,0.0,74.0,32.07645875251509,1762.0,0.038751345532831,1819,1100.0,1970.0,823.0,956.0,1411.0,249,1100.0,33.8,412400.0,471900.0,631700.0,110833.0,53194.0,226,52,0,0,0.15777525539160045
220,10963.0,4276,2714,1562,2337.0,1034.0,4276,2710,753,96,1353.0,1215.0,75.0,2.0,8.0,13.0,40.57589626239512,962.0,0.036986301369863014,1129,1521.0,1966.0,855.0,1068.0,1466.0,203,1521.0,39.9,160600.0,212900.0,293900.0,74306.0,53490.0,124,41,62,0,0.23596673596673598
221,10964.0,1283,636,647,1032.0,52.0,1283,1084,33,131,655.0,575.0,12.0,0.0,0.0,13.0,30.916666666666668,549.0,0.005943536404160475,604,1835.0,1960.0,1608.0,1835.0,3108.0,91,1835.0,51.0,474700.0,692200.0,1185500.0,124844.0,0.0,71,29,0,0,0.18214936247723132
222,10965.0,15517,7481,8036,12852.0,1195.0,15517,13607,456,736,7338.0,6107.0,769.0,8.0,15.0,111.0,36.45126968364307,5431.0,0.05150050864699898,5757,1375.0,1959.0,981.0,1307.0,1718.0,1056,1375.0,33.1,363000.0,450800.0,575200.0,110650.0,62944.0,705,319,32,0,0.19443932977352238
223,10968.0,2363,1217,1146,1706.0,266.0,2363,1972,95,210,1400.0,1051.0,95.0,12.0,0.0,63.0,32.88942695722357,1118.0,0.031141868512110725,1257,1880.0,1963.0,1257.0,1672.0,2146.0,338,1880.0,25.0,344700.0,581200.0,867200.0,115208.0,63289.0,189,151,6,0,0.3094812164579606
224,10969.0,1379,764,615,1090.0,139.0,1379,1229,76,54,750.0,679.0,35.0,0.0,0.0,0.0,36.38655462184874,474.0,0.01761006289308176,474,1141.0,1974.0,1036.0,1141.0,1245.0,80,1141.0,51.0,205500.0,281100.0,363400.0,102688.0,0.0,71,9,0,0,0.16877637130801687
225,10970.0,10055,4889,5166,4732.0,2608.0,10055,5434,1803,894,4850.0,4215.0,188.0,3.0,0.0,62.0,30.901330376940134,3562.0,0.07982343203972779,3793,1646.0,1976.0,1149.0,1457.0,1822.0,792,1646.0,28.8,168100.0,329500.0,498800.0,91174.0,68365.0,515,265,7,0,0.23273441886580573
226,10973.0,2123,1094,1029,1744.0,131.0,2123,1777,143,22,1091.0,1028.0,32.0,20.0,0.0,7.0,30.885660731021556,715.0,0.10364372469635627,738,1542.0,1973.0,703.0,1250.0,1583.0,184,1542.0,19.6,207300.0,280200.0,358400.0,95156.0,0.0,182,7,0,0,0.26433566433566436
227,10974.0,3175,1572,1603,2432.0,531.0,3175,2858,159,32,1605.0,1428.0,75.0,6.0,0.0,12.0,31.3993399339934,1113.0,0.08030803080308031,1194,1750.0,1959.0,1057.0,1516.0,1929.0,208,1750.0,23.0,260700.0,313100.0,382600.0,95446.0,67250.0,134,105,0,0,0.21473495058400718
228,10975.0,257,155,102,166.0,63.0,257,218,0,0,167.0,156.0,11.0,0.0,0.0,0.0,65.86826347305389,114.0,0.0670391061452514,169,0.0,0.0,1529.0,1686.0,1843.0,49,0.0,51.0,168100.0,184600.0,196300.0,0.0,0.0,38,11,0,0,0.4298245614035088
229,10976.0,2357,974,1383,1577.0,429.0,2357,1690,204,151,988.0,747.0,77.0,10.0,0.0,61.0,26.93946188340807,731.0,0.10606060606060606,731,532.0,1972.0,362.0,495.0,1257.0,251,532.0,28.8,319400.0,424400.0,495800.0,63875.0,22409.0,228,23,0,0,0.3433652530779754
230,10977.0,64882,32999,31883,31670.0,13791.0,64882,35856,17441,1793,25223.0,18607.0,2730.0,31.0,42.0,1627.0,25.96688166708013,16126.0,0.07240578674763351,17004,1348.0,1969.0,900.0,1191.0,1527.0,8448,1348.0,42.7,310100.0,404500.0,543200.0,55145.0,33125.0,2598,3580,1526,799,0.5321220389433213
231,10979.0,171,132,39,171.0,0.0,171,171,0,0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,123,0.0,1960.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
232,10980.0,13943,6827,7116,9576.0,2470.0,13943,10708,1555,339,7006.0,6319.0,284.0,58.0,31.0,28.0,33.39943553178847,4774.0,0.0730540470649082,5204,1526.0,1969.0,1000.0,1373.0,1806.0,713,1526.0,35.0,294900.0,366100.0,471000.0,105437.0,44006.0,510,240,0,0,0.15710096355257647
233,10983.0,6178,2982,3196,4331.0,807.0,6178,4771,44,911,2832.0,2551.0,141.0,21.0,0.0,40.0,30.831509846827135,1975.0,0.03574975173783516,2029,2256.0,1964.0,1688.0,2043.0,2324.0,106,2256.0,25.4,390200.0,474300.0,608400.0,110250.0,103578.0,68,49,7,13,0.06936708860759494
234,10984.0,2780,1324,1456,1464.0,825.0,2780,1746,509,57,1565.0,1336.0,140.0,23.0,0.0,48.0,34.52614379084967,887.0,0.05054151624548736,887,2520.0,1974.0,1214.0,2020.0,2260.0,48,2520.0,51.0,323300.0,385400.0,445500.0,129315.0,0.0,48,0,0,0,0.05411499436302142
235,10985.0,189,54,135,189.0,0.0,189,189,0,0,156.0,156.0,0.0,0.0,0.0,0.0,0.0,54.0,0.05454545454545454,54,0.0,1985.0,0.0,0.0,0.0,0,0.0,0.0,252900.0,268600.0,284300.0,176143.0,0.0,0,0,0,0,0.0
236,10986.0,1791,857,934,1509.0,218.0,1791,1596,38,26,1039.0,887.0,89.0,43.0,0.0,18.0,33.46579476861167,542.0,0.010318949343339587,580,0.0,1974.0,738.0,0.0,1688.0,45,0.0,34.5,358500.0,467900.0,617100.0,150625.0,26094.0,36,9,0,0,0.08302583025830258
237,10987.0,3342,1693,1649,2719.0,368.0,3342,2943,191,22,1553.0,1172.0,200.0,50.0,0.0,35.0,41.71863926293409,1337.0,0.056186491332934844,1530,1515.0,1966.0,1048.0,1268.0,1780.0,212,1515.0,44.8,375300.0,474400.0,673600.0,105069.0,43750.0,165,89,4,0,0.19296933433059088
238,10988.0,889,433,456,602.0,241.0,889,758,11,0,427.0,363.0,30.0,0.0,0.0,0.0,44.44020356234097,315.0,0.0,414,1228.0,1956.0,1029.0,1103.0,1176.0,60,1228.0,33.8,161200.0,228700.0,331200.0,80972.0,0.0,18,42,0,0,0.19047619047619047
239,10989.0,9300,4135,5165,5792.0,1419.0,9300,6602,819,1045,4822.0,4189.0,388.0,0.0,0.0,32.0,38.07484317542721,3460.0,0.02999210734017364,3714,2161.0,1972.0,1241.0,1705.0,2102.0,469,2161.0,35.9,302000.0,412900.0,490300.0,117368.0,54667.0,313,154,0,9,0.1375722543352601
240,10990.0,20010,9734,10276,16206.0,1631.0,20010,16994,1333,493,9494.0,7824.0,534.0,62.0,10.0,408.0,37.31855295985484,7453.0,0.04896421845574388,7857,1048.0,1978.0,818.0,964.0,1526.0,1542,1048.0,32.4,252300.0,339600.0,446400.0,101357.0,41378.0,940,646,0,47,0.21910640010733934
241,10992.0,8951,4426,4525,6676.0,1624.0,8951,7570,566,90,4452.0,3945.0,285.0,14.0,0.0,49.0,41.83820120537784,3076.0,0.04073838319541693,3347,935.0,1982.0,706.0,804.0,1059.0,477,935.0,32.8,190600.0,263000.0,349700.0,97000.0,28482.0,386,120,18,0,0.17035110533159947
242,10993.0,5433,2721,2712,1403.0,2901.0,5433,2682,1066,227,1972.0,1722.0,90.0,0.0,0.0,70.0,32.239638682252924,1655.0,0.08912579957356077,1655,1174.0,1963.0,663.0,1123.0,1435.0,711,1174.0,40.8,212200.0,240100.0,303300.0,50559.0,30019.0,280,445,0,0,0.4380664652567976
243,10994.0,7326,3520,3806,5553.0,842.0,7326,5950,142,688,3817.0,3410.0,122.0,12.0,15.0,27.0,28.66832092638544,2621.0,0.016409997475385005,2621,1375.0,1966.0,864.0,1375.0,3068.0,173,1375.0,18.9,413300.0,497900.0,665800.0,148342.0,0.0,100,73,0,0,0.06600534147272033
244,10996.0,6673,4334,2339,4700.0,613.0,6673,5091,493,359,3459.0,1226.0,7.0,0.0,37.0,1117.0,9.433374844333748,885.0,0.003652491521001826,1024,3119.0,1973.0,2641.0,3075.0,3483.0,672,3119.0,34.0,0.0,0.0,0.0,103417.0,103167.0,472,387,17,0,0.9898305084745763
245,10998.0,3157,1662,1495,2502.0,527.0,3157,2795,87,8,1439.0,1266.0,16.0,10.0,0.0,0.0,33.55873261205564,995.0,0.06330749354005168,1105,1295.0,1983.0,964.0,1141.0,1350.0,122,1295.0,31.5,253900.0,319400.0,393900.0,90567.0,57969.0,75,88,0,0,0.16381909547738693
246,11001.0,27867,13692,14175,17260.0,3548.0,27867,19036,1511,5171,13663.0,9870.0,2711.0,537.0,32.0,421.0,37.821458444224774,9144.0,0.04465262582056893,9508,1634.0,1944.0,1274.0,1497.0,1837.0,1579,1634.0,31.3,432200.0,552900.0,666500.0,108438.0,58667.0,1044,668,1,37,0.19138232720909887
247,11003.0,45263,22279,22984,6867.0,9034.0,45263,9578,21333,6377,22798.0,17037.0,4593.0,1733.0,84.0,543.0,39.753378227712616,12256.0,0.05352124149729135,12988,1768.0,1953.0,1297.0,1665.0,1984.0,2246,1768.0,32.4,324700.0,386900.0,462000.0,97338.0,58065.0,827,1426,140,30,0.19867819843342036
248,11004.0,15234,7144,8090,5090.0,1916.0,15234,6402,1005,6540,7193.0,5399.0,1391.0,574.0,20.0,273.0,37.84342792602005,5178.0,0.046897266485296026,5359,1492.0,1954.0,1027.0,1427.0,1749.0,1390,1492.0,22.7,278400.0,523700.0,671100.0,92657.0,80084.0,1039,411,21,33,0.29045963692545385
249,11005.0,1749,604,1145,1701.0,25.0,1749,1726,0,0,262.0,132.0,85.0,0.0,0.0,6.0,49.93273542600897,1271.0,0.0,1613,0.0,1974.0,99.0,0.0,2150.0,82,0.0,25.0,352300.0,656700.0,1015800.0,62993.0,0.0,95,0,0,0,0.07474429583005507
250,11010.0,25068,12522,12546,17160.0,4886.0,25068,19253,330,2098,12131.0,10233.0,1305.0,249.0,18.0,253.0,34.25877378435518,7726.0,0.04900744416873449,8131,1683.0,1952.0,960.0,1461.0,1992.0,1253,1683.0,28.4,387000.0,463800.0,587600.0,108952.0,65208.0,633,639,16,11,0.16813357494175513
251,11020.0,5728,2997,2731,2277.0,360.0,5728,2394,590,2404,2650.0,1758.0,620.0,149.0,12.0,25.0,37.67022149302707,1883.0,0.046826222684703434,1982,1494.0,1951.0,1084.0,1490.0,2371.0,339,1494.0,42.8,761400.0,951500.0,1245700.0,135938.0,43083.0,238,109,0,0,0.18428040361125864
252,11021.0,18185,8355,9830,12505.0,1162.0,18185,12881,414,3764,8823.0,4476.0,3202.0,205.0,0.0,339.0,38.59229258713795,7949.0,0.037713548941656815,8536,1784.0,1953.0,1193.0,1739.0,2439.0,2298,1784.0,32.6,317900.0,623400.0,1096900.0,99170.0,68152.0,1153,1170,34,14,0.3001635425839728
253,11023.0,9215,4619,4596,7804.0,429.0,9215,8099,82,854,3817.0,2574.0,771.0,75.0,0.0,127.0,34.69211123723042,2836.0,0.03814713896457766,3048,2295.0,1952.0,0.0,2235.0,3240.0,425,2295.0,46.8,626900.0,893800.0,1215100.0,116250.0,47125.0,159,280,36,0,0.16748942172073342
254,11024.0,8101,4481,3620,6569.0,842.0,8101,7122,121,414,3109.0,1927.0,619.0,76.0,0.0,108.0,35.91765140324963,2059.0,0.0431266846361186,2309,1794.0,1956.0,1376.0,1660.0,1909.0,239,1794.0,51.0,877600.0,1644500.0,2000001.0,106250.0,42396.0,103,90,47,24,0.1330743079164643
255,11030.0,18578,8791,9787,14101.0,1154.0,18578,14977,133,2939,7774.0,4419.0,2456.0,169.0,34.0,206.0,39.483094476137474,6360.0,0.041884816753926704,6808,1513.0,1953.0,949.0,1475.0,1858.0,668,1513.0,26.7,963800.0,1274100.0,1824300.0,187159.0,53882.0,478,233,0,22,0.11525157232704403
256,11040.0,41877,19603,22274,17971.0,5622.0,41877,20645,687,16101,20478.0,15657.0,3528.0,1132.0,65.0,417.0,37.32744702320888,12876.0,0.030818724356583366,13223,1878.0,1952.0,1156.0,1755.0,2366.0,1217,1878.0,25.2,479800.0,611700.0,740900.0,124378.0,77344.0,566,716,94,0,0.106865486175831
257,11042.0,522,232,290,295.0,37.0,522,317,153,29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
258,11050.0,30132,14605,15527,20988.0,4679.0,30132,24155,491,3606,13430.0,8105.0,3642.0,187.0,7.0,422.0,42.03773433744592,11058.0,0.040484983624834506,12121,2039.0,1959.0,1379.0,1906.0,2349.0,3701,2039.0,34.2,599000.0,820500.0,1090700.0,122845.0,67481.0,2117,1675,123,9,0.3558509676252487
259,11096.0,8311,4130,4181,2175.0,4125.0,8311,3349,1975,132,3753.0,2463.0,764.0,104.0,52.0,386.0,34.55388813096862,2581.0,0.08842405514618493,2654,1440.0,1941.0,791.0,1309.0,1632.0,1430,1440.0,33.4,315200.0,376600.0,455100.0,56917.0,38681.0,547,721,160,31,0.5652847733436652
260,11101.0,30043,15297,14746,9746.0,7908.0,30043,12915,4713,6842,15596.0,1943.0,11850.0,10742.0,209.0,962.0,36.28542980418188,13169.0,0.0745814307458143,16814,1608.0,1948.0,611.0,1496.0,2434.0,10774,1608.0,27.5,701700.0,924200.0,1153700.0,65392.0,53778.0,4942,5232,325,366,0.8306629204951022
261,11102.0,30800,15375,15425,13229.0,9472.0,30800,18207,2964,4650,16636.0,2635.0,11990.0,11379.0,260.0,949.0,39.80634900835724,13072.0,0.05689488910318226,16259,1697.0,1950.0,1096.0,1585.0,1998.0,11045,1697.0,29.7,348100.0,614000.0,877900.0,64067.0,62946.0,5260,5251,492,227,0.8668145654834761
262,11103.0,36140,17586,18554,20953.0,8204.0,36140,25632,961,5379,21813.0,3398.0,15954.0,14955.0,275.0,1405.0,39.6487797983605,15665.0,0.06375447655534272,18016,1700.0,1941.0,1244.0,1604.0,1938.0,12609,1700.0,28.9,525400.0,792600.0,965600.0,71437.0,70751.0,6969,5388,558,185,0.8381104372805618
263,11104.0,26119,12954,13165,11361.0,8210.0,26119,17459,490,5769,14921.0,2391.0,10711.0,9634.0,256.0,663.0,38.625017627979126,11619.0,0.055196232339089484,12690,1577.0,0.0,1191.0,1456.0,1816.0,8971,1577.0,32.3,326000.0,478100.0,828700.0,61269.0,56513.0,4441,3799,721,292,0.8022205009036922
264,11105.0,37382,18814,18568,22775.0,8212.0,37382,27867,960,4658,21595.0,5001.0,13843.0,12820.0,179.0,1430.0,41.05231232105595,15363.0,0.046311231853298246,17396,1709.0,1942.0,1269.0,1606.0,1947.0,10791,1709.0,28.6,592300.0,808700.0,979200.0,73959.0,68589.0,5692,4575,561,192,0.7230358653908742
265,11106.0,38363,18799,19564,15779.0,10844.0,38363,20734,2727,8086,21215.0,2960.0,15351.0,14537.0,342.0,1558.0,39.5779268471821,16992.0,0.07086383601756954,19074,1614.0,1948.0,1054.0,1516.0,1902.0,13711,1614.0,28.3,360900.0,571400.0,870300.0,63703.0,60267.0,7085,5710,639,339,0.821798493408663
266,11109.0,5981,2895,3086,3719.0,333.0,5981,4013,272,1500,4073.0,439.0,3476.0,3308.0,60.0,14.0,34.31937829029832,2954.0,0.036535859269282815,4066,3187.0,2010.0,2705.0,3096.0,3436.0,2636,3187.0,25.4,562500.0,797400.0,1051100.0,148590.0,148173.0,897,1572,69,106,0.9014895057549086
267,11201.0,62823,30042,32781,36991.0,7267.0,62823,40248,8537,7430,35492.0,2385.0,24294.0,23134.0,1224.0,4127.0,32.80146630264732,28067.0,0.05359913736422692,30741,2410.0,1947.0,1220.0,2308.0,3080.0,17006,2410.0,24.4,554000.0,915900.0,1722400.0,124996.0,106965.0,8046,8510,481,603,0.6293511953539744
268,11203.0,75451,33245,42206,2881.0,4846.0,75451,3330,67171,1431,34264.0,10614.0,20595.0,15355.0,103.0,1592.0,46.507201491415344,27761.0,0.06480563667050661,30926,1306.0,0.0,936.0,1193.0,1449.0,15713,1306.0,36.0,361500.0,447400.0,569000.0,51277.0,40055.0,8384,6744,1067,232,0.593746622960268
269,11204.0,76978,38466,38512,41872.0,8396.0,76978,44686,893,24594,30807.0,9532.0,16189.0,13710.0,262.0,3654.0,42.25176770215475,23601.0,0.07039621594791089,25732,1375.0,0.0,1030.0,1255.0,1519.0,14106,1375.0,40.9,586800.0,825500.0,1066300.0,49785.0,38264.0,5433,6511,1981,762,0.6293377399262743
270,11205.0,46064,21340,24724,19470.0,8153.0,46064,22570,14651,3184,21070.0,2698.0,12578.0,11166.0,1121.0,3107.0,37.17707225682313,16294.0,0.08426052721670661,17664,1420.0,1945.0,671.0,1326.0,2090.0,12125,1420.0,30.8,466600.0,715000.0,1228100.0,56708.0,42654.0,5577,5510,694,519,0.7591137842150485
271,11206.0,88349,42822,45527,29534.0,32797.0,88349,41715,23405,6056,36238.0,4570.0,24245.0,22186.0,1077.0,4298.0,37.69505597824515,31042.0,0.09403876630501036,32775,1068.0,1959.0,470.0,979.0,1725.0,27262,1068.0,31.3,370300.0,655200.0,983500.0,36404.0,32224.0,12312,12604,1606,770,0.8945299916242511
272,11207.0,91972,41188,50784,3695.0,30605.0,91972,13372,59171,1300,37278.0,8941.0,25397.0,21279.0,222.0,1392.0,46.708886985828336,33240.0,0.09600941730429664,37265,1178.0,1953.0,501.0,1052.0,1466.0,24245,1178.0,38.7,340000.0,470400.0,646300.0,37243.0,28942.0,12468,10008,1752,440,0.7460890493381468
273,11208.0,98660,45869,52791,2388.0,40756.0,98660,25549,53666,5621,39165.0,10419.0,25936.0,22943.0,78.0,1757.0,42.41405295844918,32181.0,0.06856234215695445,36961,1260.0,1951.0,804.0,1156.0,1496.0,23196,1260.0,35.9,362500.0,466200.0,615500.0,40733.0,33321.0,7387,11289,3406,1445,0.7396911220906747
274,11209.0,67809,32504,35305,43770.0,11441.0,67809,50050,2078,9115,33648.0,9199.0,19422.0,16050.0,210.0,2831.0,45.48942503524988,29297.0,0.0568904593639576,33223,1510.0,0.0,1137.0,1398.0,1749.0,17700,1510.0,28.8,360400.0,753600.0,1042600.0,72314.0,62893.0,9586,6579,870,908,0.6235792060620541
275,11210.0,67040,30595,36445,19773.0,4716.0,67040,20877,39272,2863,30106.0,10262.0,16634.0,12331.0,120.0,1696.0,45.74173277016586,22267.0,0.06420988777676676,24128,1353.0,0.0,1023.0,1250.0,1498.0,12086,1353.0,31.2,435100.0,623100.0,870100.0,65900.0,50645.0,4907,5556,1049,614,0.5551264202631697
276,11211.0,102624,51067,51557,65618.0,24955.0,102624,76620,6611,5753,51627.0,6154.0,32274.0,29314.0,1458.0,7646.0,32.26955815937897,39384.0,0.04926872373807506,42322,1789.0,1955.0,847.0,1668.0,2640.0,32295,1789.0,30.5,673100.0,1002900.0,1505900.0,71225.0,62028.0,14643,14816,1942,1292,0.8353646150721105
277,11212.0,76527,32439,44088,907.0,14266.0,76527,5487,62425,986,26507.0,6047.0,17874.0,13703.0,80.0,1679.0,48.499322099554526,31454.0,0.15756782267149774,34885,953.0,1950.0,406.0,872.0,1242.0,26225,953.0,39.7,332900.0,425400.0,516000.0,26239.0,22398.0,16898,8294,963,439,0.8521968589050677
278,11213.0,66295,30437,35858,13651.0,7060.0,66295,14869,44813,1357,28564.0,5066.0,18688.0,15491.0,472.0,2614.0,42.189026405670425,25027.0,0.08712534886542896,27467,1236.0,0.0,761.0,1117.0,1478.0,20574,1236.0,34.9,558500.0,776300.0,1081000.0,41710.0,36307.0,10711,8482,1314,431,0.8440484276980861
